Name           Surname        Final_Grade(Aver. )
Name17172      Surname17172   4.93           
Name99469      Surname99469   4.93           
Name64194      Surname64194   4.93           
Name60880      Surname60880   4.93           
Name23815      Surname23815   4.93           
Name52238      Surname52238   4.93           
Name7406       Surname7406    4.93           
Name45551      Surname45551   4.93           
Name27984      Surname27984   4.93           
Name58558      Surname58558   4.93           
Name99442      Surname99442   4.93           
Name83701      Surname83701   4.93           
Name33923      Surname33923   4.93           
Name60867      Surname60867   4.93           
Name23841      Surname23841   4.93           
Name22459      Surname22459   4.93           
Name17255      Surname17255   4.93           
Name50234      Surname50234   4.93           
Name74736      Surname74736   4.93           
Name43808      Surname43808   4.93           
Name74747      Surname74747   4.93           
Name68717      Surname68717   4.93           
Name22415      Surname22415   4.93           
Name68709      Surname68709   4.93           
Name23854      Surname23854   4.93           
Name60864      Surname60864   4.93           
Name39011      Surname39011   4.93           
Name62314      Surname62314   4.93           
Name1848       Surname1848    4.93           
Name88293      Surname88293   4.93           
Name86757      Surname86757   4.93           
Name88297      Surname88297   4.93           
Name23905      Surname23905   4.93           
Name88325      Surname88325   4.93           
Name54430      Surname54430   4.93           
Name19850      Surname19850   4.93           
Name86712      Surname86712   4.93           
Name82487      Surname82487   4.93           
Name40970      Surname40970   4.93           
Name54429      Surname54429   4.93           
Name15818      Surname15818   4.93           
Name35549      Surname35549   4.93           
Name37536      Surname37536   4.93           
Name33980      Surname33980   4.93           
Name21991      Surname21991   4.93           
Name30576      Surname30576   4.93           
Name40967      Surname40967   4.93           
Name23970      Surname23970   4.93           
Name94523      Surname94523   4.93           
Name62362      Surname62362   4.93           
Name17345      Surname17345   4.93           
Name86667      Surname86667   4.93           
Name49232      Surname49232   4.93           
Name56958      Surname56958   4.93           
Name51640      Surname51640   4.93           
Name52311      Surname52311   4.93           
Name17388      Surname17388   4.93           
Name76811      Surname76811   4.93           
Name56933      Surname56933   4.93           
Name41872      Surname41872   4.93           
Name7272       Surname7272    4.93           
Name23996      Surname23996   4.93           
Name22234      Surname22234   4.93           
Name22223      Surname22223   4.93           
Name1945       Surname1945    4.93           
Name44129      Surname44129   4.93           
Name55002      Surname55002   4.93           
Name94508      Surname94508   4.93           
Name22212      Surname22212   4.93           
Name94499      Surname94499   4.93           
Name77596      Surname77596   4.93           
Name22184      Surname22184   4.93           
Name8187       Surname8187    4.93           
Name93881      Surname93881   4.93           
Name24034      Surname24034   4.93           
Name15730      Surname15730   4.93           
Name7217       Surname7217    4.93           
Name71491      Surname71491   4.93           
Name83629      Surname83629   4.93           
Name17551      Surname17551   4.93           
Name94486      Surname94486   4.93           
Name2018       Surname2018    4.93           
Name43945      Surname43945   4.93           
Name17569      Surname17569   4.93           
Name86544      Surname86544   4.93           
Name50197      Surname50197   4.93           
Name30722      Surname30722   4.93           
Name88657      Surname88657   4.93           
Name67106      Surname67106   4.93           
Name22072      Surname22072   4.93           
Name7173       Surname7173    4.93           
Name38123      Surname38123   4.93           
Name99012      Surname99012   4.93           
Name41842      Surname41842   4.93           
Name15650      Surname15650   4.93           
Name67534      Surname67534   4.93           
Name38134      Surname38134   4.93           
Name45940      Surname45940   4.93           
Name32716      Surname32716   4.93           
Name88739      Surname88739   4.93           
Name88742      Surname88742   4.93           
Name47199      Surname47199   4.93           
Name15647      Surname15647   4.93           
Name70242      Surname70242   4.93           
Name83590      Surname83590   4.93           
Name24115      Surname24115   4.93           
Name40443      Surname40443   4.93           
Name10810      Surname10810   4.93           
Name21985      Surname21985   4.93           
Name7127       Surname7127    4.93           
Name86418      Surname86418   4.93           
Name83572      Surname83572   4.93           
Name24135      Surname24135   4.93           
Name68598      Surname68598   4.93           
Name8312       Surname8312    4.93           
Name49168      Surname49168   4.93           
Name98879      Surname98879   4.93           
Name2121       Surname2121    4.93           
Name70922      Surname70922   4.93           
Name38166      Surname38166   4.93           
Name86382      Surname86382   4.93           
Name34121      Surname34121   4.93           
Name21943      Surname21943   4.93           
Name48601      Surname48601   4.93           
Name24166      Surname24166   4.93           
Name46839      Surname46839   4.93           
Name2154       Surname2154    4.93           
Name74979      Surname74979   4.93           
Name44466      Surname44466   4.93           
Name32080      Surname32080   4.93           
Name73981      Surname73981   4.93           
Name63687      Surname63687   4.93           
Name58703      Surname58703   4.93           
Name74987      Surname74987   4.93           
Name74991      Surname74991   4.93           
Name51537      Surname51537   4.93           
Name43768      Surname43768   4.93           
Name21844      Surname21844   4.93           
Name56605      Surname56605   4.93           
Name65790      Surname65790   4.93           
Name64898      Surname64898   4.93           
Name46515      Surname46515   4.93           
Name98675      Surname98675   4.93           
Name8366       Surname8366    4.93           
Name50423      Surname50423   4.93           
Name58727      Surname58727   4.93           
Name2243       Surname2243    4.93           
Name86235      Surname86235   4.93           
Name86232      Surname86232   4.93           
Name75039      Surname75039   4.93           
Name98628      Surname98628   4.93           
Name71485      Surname71485   4.93           
Name77694      Surname77694   4.93           
Name37299      Surname37299   4.93           
Name86225      Surname86225   4.93           
Name86208      Surname86208   4.93           
Name89070      Surname89070   4.93           
Name15407      Surname15407   4.93           
Name8387       Surname8387    4.93           
Name2313       Surname2313    4.93           
Name41284      Surname41284   4.93           
Name11100      Surname11100   4.93           
Name98543      Surname98543   4.93           
Name42161      Surname42161   4.93           
Name50167      Surname50167   4.93           
Name64876      Surname64876   4.93           
Name21694      Surname21694   4.93           
Name56383      Surname56383   4.93           
Name38240      Surname38240   4.93           
Name52574      Surname52574   4.93           
Name6939       Surname6939    4.93           
Name38241      Surname38241   4.93           
Name41299      Surname41299   4.93           
Name68523      Surname68523   4.93           
Name37262      Surname37262   4.93           
Name89166      Surname89166   4.93           
Name57110      Surname57110   4.93           
Name71835      Surname71835   4.93           
Name65796      Surname65796   4.93           
Name94439      Surname94439   4.93           
Name57047      Surname57047   4.93           
Name89220      Surname89220   4.93           
Name58117      Surname58117   4.93           
Name72585      Surname72585   4.93           
Name48641      Surname48641   4.93           
Name18026      Surname18026   4.93           
Name86125      Surname86125   4.93           
Name98443      Surname98443   4.93           
Name2360       Surname2360    4.93           
Name26985      Surname26985   4.93           
Name6885       Surname6885    4.93           
Name18051      Surname18051   4.93           
Name18056      Surname18056   4.93           
Name24366      Surname24366   4.93           
Name80829      Surname80829   4.93           
Name52620      Surname52620   4.93           
Name98404      Surname98404   4.93           
Name98378      Surname98378   4.93           
Name18094      Surname18094   4.93           
Name76526      Surname76526   4.93           
Name2398       Surname2398    4.93           
Name73894      Surname73894   4.93           
Name12111      Surname12111   4.93           
Name2430       Surname2430    4.93           
Name92969      Surname92969   4.93           
Name39928      Surname39928   4.93           
Name21495      Surname21495   4.93           
Name86042      Surname86042   4.93           
Name73875      Surname73875   4.93           
Name54058      Surname54058   4.93           
Name92977      Surname92977   4.93           
Name76506      Surname76506   4.93           
Name39701      Surname39701   4.93           
Name80820      Surname80820   4.93           
Name62667      Surname62667   4.93           
Name6833       Surname6833    4.93           
Name52699      Surname52699   4.93           
Name15287      Surname15287   4.93           
Name31625      Surname31625   4.93           
Name51439      Surname51439   4.93           
Name85989      Surname85989   4.93           
Name21420      Surname21420   4.93           
Name89424      Surname89424   4.93           
Name89431      Surname89431   4.93           
Name15258      Surname15258   4.93           
Name98212      Surname98212   4.93           
Name37163      Surname37163   4.93           
Name40140      Surname40140   4.93           
Name98186      Surname98186   4.93           
Name18242      Surname18242   4.93           
Name60617      Surname60617   4.93           
Name72040      Surname72040   4.93           
Name37154      Surname37154   4.93           
Name18246      Surname18246   4.93           
Name24555      Surname24555   4.93           
Name48280      Surname48280   4.93           
Name2555       Surname2555    4.93           
Name37151      Surname37151   4.93           
Name98153      Surname98153   4.93           
Name42193      Surname42193   4.93           
Name70968      Surname70968   4.93           
Name21309      Surname21309   4.93           
Name19699      Surname19699   4.93           
Name76458      Surname76458   4.93           
Name85886      Surname85886   4.93           
Name30012      Surname30012   4.93           
Name10263      Surname10263   4.93           
Name31467      Surname31467   4.93           
Name73824      Surname73824   4.93           
Name55250      Surname55250   4.93           
Name38324      Surname38324   4.93           
Name2597       Surname2597    4.93           
Name76446      Surname76446   4.93           
Name15186      Surname15186   4.93           
Name65217      Surname65217   4.93           
Name98083      Surname98083   4.93           
Name2616       Surname2616    4.93           
Name39431      Surname39431   4.93           
Name52796      Surname52796   4.93           
Name75955      Surname75955   4.93           
Name52808      Surname52808   4.93           
Name64822      Surname64822   4.93           
Name53962      Surname53962   4.93           
Name33304      Surname33304   4.93           
Name89617      Surname89617   4.93           
Name19897      Surname19897   4.93           
Name77867      Surname77867   4.93           
Name73783      Surname73783   4.93           
Name51366      Surname51366   4.93           
Name56263      Surname56263   4.93           
Name10019      Surname10019   4.93           
Name52846      Surname52846   4.93           
Name21122      Surname21122   4.93           
Name97975      Surname97975   4.93           
Name12849      Surname12849   4.93           
Name56975      Surname56975   4.93           
Name60562      Surname60562   4.93           
Name47577      Surname47577   4.93           
Name69216      Surname69216   4.93           
Name32040      Surname32040   4.93           
Name15050      Surname15050   4.93           
Name41352      Surname41352   4.93           
Name62345      Surname62345   4.93           
Name48974      Surname48974   4.93           
Name85068      Surname85068   4.93           
Name1402       Surname1402    4.93           
Name5993       Surname5993    4.93           
Name68002      Surname68002   4.93           
Name47042      Surname47042   4.93           
Name71456      Surname71456   4.93           
Name3379       Surname3379    4.93           
Name14530      Surname14530   4.93           
Name72686      Surname72686   4.93           
Name93085      Surname93085   4.93           
Name35929      Surname35929   4.93           
Name91158      Surname91158   4.93           
Name80754      Surname80754   4.93           
Name9964       Surname9964    4.93           
Name25352      Surname25352   4.93           
Name34706      Surname34706   4.93           
Name5020       Surname5020    4.93           
Name20300      Surname20300   4.93           
Name53785      Surname53785   4.93           
Name80178      Surname80178   4.93           
Name96453      Surname96453   4.93           
Name90496      Surname90496   4.93           
Name9127       Surname9127    4.93           
Name8945       Surname8945    4.93           
Name20296      Surname20296   4.93           
Name30966      Surname30966   4.93           
Name12738      Surname12738   4.93           
Name78280      Surname78280   4.93           
Name11156      Surname11156   4.93           
Name19135      Surname19135   4.93           
Name25688      Surname25688   4.93           
Name30475      Surname30475   4.93           
Name44820      Surname44820   4.93           
Name31449      Surname31449   4.93           
Name81897      Surname81897   4.93           
Name84646      Surname84646   4.93           
Name12732      Surname12732   4.93           
Name55425      Surname55425   4.93           
Name30896      Surname30896   4.93           
Name14885      Surname14885   4.93           
Name14495      Surname14495   4.93           
Name94098      Surname94098   4.93           
Name8753       Surname8753    4.93           
Name39969      Surname39969   4.93           
Name3409       Surname3409    4.93           
Name51216      Surname51216   4.93           
Name85678      Surname85678   4.93           
Name40861      Surname40861   4.93           
Name3412       Surname3412    4.93           
Name90141      Surname90141   4.93           
Name45601      Surname45601   4.93           
Name34949      Surname34949   4.93           
Name12301      Surname12301   4.93           
Name96343      Surname96343   4.93           
Name96337      Surname96337   4.93           
Name35963      Surname35963   4.93           
Name31928      Surname31928   4.93           
Name40860      Surname40860   4.93           
Name36572      Surname36572   4.93           
Name27636      Surname27636   4.93           
Name85338      Surname85338   4.93           
Name12842      Surname12842   4.93           
Name97872      Surname97872   4.93           
Name75664      Surname75664   4.93           
Name96936      Surname96936   4.93           
Name6266       Surname6266    4.93           
Name18717      Surname18717   4.93           
Name47709      Surname47709   4.93           
Name85010      Surname85010   4.93           
Name52890      Surname52890   4.93           
Name97861      Surname97861   4.93           
Name84604      Surname84604   4.93           
Name83137      Surname83137   4.93           
Name30110      Surname30110   4.93           
Name25414      Surname25414   4.93           
Name67891      Surname67891   4.93           
Name45463      Surname45463   4.93           
Name46350      Surname46350   4.93           
Name40354      Surname40354   4.93           
Name53869      Surname53869   4.93           
Name973        Surname973     4.93           
Name31782      Surname31782   4.93           
Name967        Surname967     4.93           
Name14066      Surname14066   4.93           
Name50912      Surname50912   4.93           
Name96247      Surname96247   4.93           
Name36983      Surname36983   4.93           
Name61233      Surname61233   4.93           
Name93329      Surname93329   4.93           
Name69384      Surname69384   4.93           
Name57413      Surname57413   4.93           
Name97785      Surname97785   4.93           
Name38391      Surname38391   4.93           
Name32865      Surname32865   4.93           
Name69810      Surname69810   4.93           
Name67972      Surname67972   4.93           
Name73339      Surname73339   4.93           
Name14032      Surname14032   4.93           
Name14435      Surname14435   4.93           
Name78077      Surname78077   4.93           
Name84116      Surname84116   4.93           
Name20795      Surname20795   4.93           
Name90002      Surname90002   4.93           
Name20989      Surname20989   4.93           
Name20590      Surname20590   4.93           
Name93207      Surname93207   4.93           
Name27055      Surname27055   4.93           
Name59550      Surname59550   4.93           
Name28662      Surname28662   4.93           
Name65411      Surname65411   4.93           
Name66190      Surname66190   4.93           
Name62648      Surname62648   4.93           
Name90011      Surname90011   4.93           
Name41408      Surname41408   4.93           
Name96159      Surname96159   4.93           
Name14003      Surname14003   4.93           
Name53864      Surname53864   4.93           
Name841        Surname841     4.93           
Name45619      Surname45619   4.93           
Name47471      Surname47471   4.93           
Name3180       Surname3180    4.93           
Name90213      Surname90213   4.93           
Name61289      Surname61289   4.93           
Name25140      Surname25140   4.93           
Name45622      Surname45622   4.93           
Name2731       Surname2731    4.93           
Name3504       Surname3504    4.93           
Name59634      Surname59634   4.93           
Name33396      Surname33396   4.93           
Name61327      Surname61327   4.93           
Name6226       Surname6226    4.93           
Name12827      Surname12827   4.93           
Name5840       Surname5840    4.93           
Name735        Surname735     4.93           
Name69496      Surname69496   4.93           
Name2972       Surname2972    4.93           
Name709        Surname709     4.93           
Name684        Surname684     4.93           
Name4394       Surname4394    4.93           
Name9257       Surname9257    4.93           
Name53203      Surname53203   4.93           
Name80565      Surname80565   4.93           
Name34793      Surname34793   4.93           
Name69397      Surname69397   4.93           
Name5039       Surname5039    4.93           
Name65330      Surname65330   4.93           
Name76300      Surname76300   4.93           
Name63365      Surname63365   4.93           
Name50190      Surname50190   4.93           
Name25836      Surname25836   4.93           
Name59049      Surname59049   4.93           
Name96820      Surname96820   4.93           
Name25462      Surname25462   4.93           
Name96039      Surname96039   4.93           
Name93846      Surname93846   4.93           
Name635        Surname635     4.93           
Name75701      Surname75701   4.93           
Name66238      Surname66238   4.93           
Name79101      Surname79101   4.93           
Name83114      Surname83114   4.93           
Name41411      Surname41411   4.93           
Name59849      Surname59849   4.93           
Name52973      Surname52973   4.93           
Name69246      Surname69246   4.93           
Name60200      Surname60200   4.93           
Name78009      Surname78009   4.93           
Name79779      Surname79779   4.93           
Name95991      Surname95991   4.93           
Name48178      Surname48178   4.93           
Name33554      Surname33554   4.93           
Name44879      Surname44879   4.93           
Name6191       Surname6191    4.93           
Name57902      Surname57902   4.93           
Name38830      Surname38830   4.93           
Name90259      Surname90259   4.93           
Name91574      Surname91574   4.93           
Name66231      Surname66231   4.93           
Name25481      Surname25481   4.93           
Name41450      Surname41450   4.93           
Name38829      Surname38829   4.93           
Name61429      Surname61429   4.93           
Name35092      Surname35092   4.93           
Name493        Surname493     4.93           
Name46257      Surname46257   4.93           
Name48962      Surname48962   4.93           
Name45016      Surname45016   4.93           
Name31370      Surname31370   4.93           
Name34508      Surname34508   4.93           
Name84255      Surname84255   4.93           
Name76069      Surname76069   4.93           
Name90768      Surname90768   4.93           
Name19248      Surname19248   4.93           
Name9324       Surname9324    4.93           
Name62698      Surname62698   4.93           
Name45248      Surname45248   4.93           
Name459        Surname459     4.93           
Name69547      Surname69547   4.93           
Name45780      Surname45780   4.93           
Name2733       Surname2733    4.93           
Name82461      Surname82461   4.93           
Name60339      Surname60339   4.93           
Name85250      Surname85250   4.93           
Name44566      Surname44566   4.93           
Name81702      Surname81702   4.93           
Name91654      Surname91654   4.93           
Name82330      Surname82330   4.93           
Name36966      Surname36966   4.93           
Name62924      Surname62924   4.93           
Name12774      Surname12774   4.93           
Name38524      Surname38524   4.93           
Name80134      Surname80134   4.93           
Name66855      Surname66855   4.93           
Name19257      Surname19257   4.93           
Name55585      Surname55585   4.93           
Name14657      Surname14657   4.93           
Name69331      Surname69331   4.93           
Name62095      Surname62095   4.93           
Name9874       Surname9874    4.93           
Name66276      Surname66276   4.93           
Name31439      Surname31439   4.93           
Name97919      Surname97919   4.93           
Name68293      Surname68293   4.93           
Name59649      Surname59649   4.93           
Name20739      Surname20739   4.93           
Name48172      Surname48172   4.93           
Name18960      Surname18960   4.93           
Name29584      Surname29584   4.93           
Name79642      Surname79642   4.93           
Name91719      Surname91719   4.93           
Name46213      Surname46213   4.93           
Name78448      Surname78448   4.93           
Name82908      Surname82908   4.93           
Name6151       Surname6151    4.93           
Name26002      Surname26002   4.93           
Name84364      Surname84364   4.93           
Name93077      Surname93077   4.93           
Name73588      Surname73588   4.93           
Name55432      Surname55432   4.93           
Name61579      Surname61579   4.93           
Name52984      Surname52984   4.93           
Name27683      Surname27683   4.93           
Name163        Surname163     4.93           
Name79472      Surname79472   4.93           
Name80535      Surname80535   4.93           
Name84391      Surname84391   4.93           
Name10803      Surname10803   4.93           
Name65622      Surname65622   4.93           
Name5688       Surname5688    4.93           
Name60331      Surname60331   4.93           
Name59795      Surname59795   4.93           
Name71058      Surname71058   4.93           
Name71458      Surname71458   4.93           
Name36417      Surname36417   4.93           
Name64561      Surname64561   4.93           
Name39274      Surname39274   4.93           
Name55476      Surname55476   4.93           
Name40094      Surname40094   4.93           
Name27598      Surname27598   4.93           
Name64         Surname64      4.93           
Name76334      Surname76334   4.93           
Name45677      Surname45677   4.93           
Name80630      Surname80630   4.93           
Name9831       Surname9831    4.93           
Name44729      Surname44729   4.93           
Name95734      Surname95734   4.93           
Name49767      Surname49767   4.93           
Name27590      Surname27590   4.93           
Name20101      Surname20101   4.93           
Name32871      Surname32871   4.93           
Name19287      Surname19287   4.93           
Name35185      Surname35185   4.93           
Name53238      Surname53238   4.93           
Name96688      Surname96688   4.93           
Name75732      Surname75732   4.93           
Name60479      Surname60479   4.93           
Name36868      Surname36868   4.93           
Name40098      Surname40098   4.93           
Name71665      Surname71665   4.93           
Name5662       Surname5662    4.93           
Name95641      Surname95641   4.93           
Name83073      Surname83073   4.93           
Name71659      Surname71659   4.93           
Name44568      Surname44568   4.93           
Name9820       Surname9820    4.93           
Name18983      Surname18983   4.93           
Name20710      Surname20710   4.93           
Name46062      Surname46062   4.93           
Name62980      Surname62980   4.93           
Name39162      Surname39162   4.93           
Name53257      Surname53257   4.93           
Name43348      Surname43348   4.93           
Name67848      Surname67848   4.93           
Name11461      Surname11461   4.93           
Name41462      Surname41462   4.93           
Name91896      Surname91896   4.93           
Name25228      Surname25228   4.93           
Name13694      Surname13694   4.93           
Name31819      Surname31819   4.93           
Name10122      Surname10122   4.93           
Name36363      Surname36363   4.93           
Name10222      Surname10222   4.93           
Name3276       Surname3276    4.93           
Name14303      Surname14303   4.93           
Name95587      Surname95587   4.93           
Name55869      Surname55869   4.93           
Name32825      Surname32825   4.93           
Name95580      Surname95580   4.93           
Name94019      Surname94019   4.93           
Name68130      Surname68130   4.93           
Name95569      Surname95569   4.93           
Name84849      Surname84849   4.93           
Name35219      Surname35219   4.93           
Name45318      Surname45318   4.93           
Name66018      Surname66018   4.93           
Name72142      Surname72142   4.93           
Name43654      Surname43654   4.93           
Name95549      Surname95549   4.93           
Name82842      Surname82842   4.93           
Name49698      Surname49698   4.93           
Name75822      Surname75822   4.93           
Name26171      Surname26171   4.93           
Name38543      Surname38543   4.93           
Name28462      Surname28462   4.93           
Name91950      Surname91950   4.93           
Name91951      Surname91951   4.93           
Name95546      Surname95546   4.93           
Name95533      Surname95533   4.93           
Name78540      Surname78540   4.93           
Name82832      Surname82832   4.93           
Name73093      Surname73093   4.93           
Name66306      Surname66306   4.93           
Name11623      Surname11623   4.93           
Name68122      Surname68122   4.93           
Name70152      Surname70152   4.93           
Name72154      Surname72154   4.93           
Name13584      Surname13584   4.93           
Name78556      Surname78556   4.93           
Name29652      Surname29652   4.93           
Name6489       Surname6489    4.93           
Name75759      Surname75759   4.93           
Name90977      Surname90977   4.93           
Name67941      Surname67941   4.93           
Name8857       Surname8857    4.93           
Name43591      Surname43591   4.93           
Name14608      Surname14608   4.93           
Name59576      Surname59576   4.93           
Name32246      Surname32246   4.93           
Name26303      Surname26303   4.93           
Name70770      Surname70770   4.93           
Name31987      Surname31987   4.93           
Name72484      Surname72484   4.93           
Name66243      Surname66243   4.93           
Name56804      Surname56804   4.93           
Name90372      Surname90372   4.93           
Name51139      Surname51139   4.93           
Name43653      Surname43653   4.93           
Name92043      Surname92043   4.93           
Name53295      Surname53295   4.93           
Name10541      Surname10541   4.93           
Name71629      Surname71629   4.93           
Name71828      Surname71828   4.93           
Name85619      Surname85619   4.93           
Name80160      Surname80160   4.93           
Name49587      Surname49587   4.93           
Name20878      Surname20878   4.93           
Name41428      Surname41428   4.93           
Name1579       Surname1579    4.93           
Name44641      Surname44641   4.93           
Name40390      Surname40390   4.93           
Name28422      Surname28422   4.93           
Name20419      Surname20419   4.93           
Name1575       Surname1575    4.93           
Name85122      Surname85122   4.93           
Name11095      Surname11095   4.93           
Name43686      Surname43686   4.93           
Name72492      Surname72492   4.93           
Name94281      Surname94281   4.93           
Name56399      Surname56399   4.93           
Name65553      Surname65553   4.93           
Name97706      Surname97706   4.93           
Name3887       Surname3887    4.93           
Name90076      Surname90076   4.93           
