Name           Surname        Final_Grade(Aver. )
Name181        Surname181     5.13333        
Name182        Surname182     5.4            
Name184        Surname184     7              
Name185        Surname185     5.6            
Name189        Surname189     7.4            
Name190        Surname190     6.53333        
Name191        Surname191     7.26667        
Name193        Surname193     5              
Name194        Surname194     6.26667        
Name195        Surname195     7.33333        
Name199        Surname199     5.46667        
Name200        Surname200     6.73333        
Name201        Surname201     6.06667        
Name203        Surname203     7.8            
Name206        Surname206     8.06667        
Name208        Surname208     5.93333        
Name212        Surname212     7.26667        
Name216        Surname216     5              
Name218        Surname218     7.53333        
Name220        Surname220     6.6            
Name221        Surname221     5.66667        
Name222        Surname222     6.4            
Name226        Surname226     6.73333        
Name228        Surname228     7              
Name229        Surname229     9.13333        
Name230        Surname230     6.53333        
Name231        Surname231     5.13333        
Name232        Surname232     5.53333        
Name234        Surname234     6.13333        
Name236        Surname236     7.6            
Name238        Surname238     6.46667        
Name240        Surname240     5.06667        
Name241        Surname241     6.73333        
Name244        Surname244     7.86667        
Name246        Surname246     5.2            
Name248        Surname248     5.8            
Name251        Surname251     6              
Name253        Surname253     5.06667        
Name254        Surname254     6.26667        
Name256        Surname256     5.53333        
Name257        Surname257     8.73333        
Name260        Surname260     6.46667        
Name261        Surname261     5.26667        
Name263        Surname263     8.8            
Name264        Surname264     7              
Name266        Surname266     5.6            
Name268        Surname268     5.06667        
Name269        Surname269     7.46667        
Name272        Surname272     7.46667        
Name273        Surname273     5.73333        
Name277        Surname277     5.06667        
Name278        Surname278     7.46667        
Name282        Surname282     7.4            
Name284        Surname284     7.33333        
Name286        Surname286     6.4            
Name287        Surname287     6.8            
Name288        Surname288     5.53333        
Name291        Surname291     6.8            
Name292        Surname292     6.6            
Name293        Surname293     7.93333        
Name295        Surname295     7.2            
Name296        Surname296     7.93333        
Name297        Surname297     8.73333        
Name298        Surname298     5.13333        
Name299        Surname299     5.73333        
Name301        Surname301     6.73333        
Name303        Surname303     6.4            
Name305        Surname305     5.26667        
Name311        Surname311     5.06667        
Name312        Surname312     7.73333        
Name314        Surname314     8.6            
Name316        Surname316     7.53333        
Name317        Surname317     6.66667        
Name318        Surname318     5.66667        
Name319        Surname319     7.2            
Name322        Surname322     5.4            
Name323        Surname323     6.26667        
Name324        Surname324     8.33333        
Name325        Surname325     5.2            
Name327        Surname327     6.8            
Name330        Surname330     5.73333        
Name331        Surname331     6.4            
Name333        Surname333     5.33333        
Name336        Surname336     5.53333        
Name337        Surname337     8              
Name338        Surname338     9.06667        
Name340        Surname340     8.13333        
Name342        Surname342     6.26667        
Name346        Surname346     6.13333        
Name347        Surname347     8              
Name351        Surname351     5.93333        
Name353        Surname353     8.33333        
Name357        Surname357     6.86667        
Name360        Surname360     8              
Name361        Surname361     6              
Name362        Surname362     6.33333        
Name363        Surname363     5.53333        
Name364        Surname364     6.26667        
Name366        Surname366     7.13333        
Name368        Surname368     6.86667        
Name369        Surname369     5.73333        
Name372        Surname372     7              
Name375        Surname375     5.33333        
Name376        Surname376     5.13333        
Name381        Surname381     7.46667        
Name382        Surname382     6.46667        
Name384        Surname384     5.86667        
Name387        Surname387     7.46667        
Name389        Surname389     6.86667        
Name390        Surname390     5.46667        
Name391        Surname391     7.13333        
Name392        Surname392     7.6            
Name393        Surname393     5.46667        
Name394        Surname394     6.13333        
Name395        Surname395     8              
Name396        Surname396     6.53333        
Name398        Surname398     5.73333        
Name399        Surname399     5.66667        
Name400        Surname400     8.66667        
Name406        Surname406     7.53333        
Name407        Surname407     5.4            
Name408        Surname408     7.86667        
Name410        Surname410     7.2            
Name411        Surname411     8.46667        
Name414        Surname414     5.06667        
Name415        Surname415     6.53333        
Name416        Surname416     7.6            
Name417        Surname417     6.33333        
Name421        Surname421     6.93333        
Name422        Surname422     8.06667        
Name424        Surname424     7.4            
Name426        Surname426     5.13333        
Name428        Surname428     6.13333        
Name430        Surname430     7.26667        
Name435        Surname435     7.53333        
Name436        Surname436     6.26667        
Name437        Surname437     6              
Name438        Surname438     5.13333        
Name440        Surname440     7.53333        
Name442        Surname442     9.66667        
Name444        Surname444     6.6            
Name446        Surname446     6.26667        
Name447        Surname447     8              
Name453        Surname453     7.66667        
Name455        Surname455     6.06667        
Name458        Surname458     8.2            
Name459        Surname459     5.2            
Name460        Surname460     7.13333        
Name462        Surname462     8.86667        
Name463        Surname463     7.6            
Name464        Surname464     7.46667        
Name465        Surname465     7.66667        
Name468        Surname468     7.93333        
Name469        Surname469     6.53333        
Name470        Surname470     8.06667        
Name472        Surname472     6              
Name480        Surname480     7.06667        
Name481        Surname481     7.53333        
Name482        Surname482     5.8            
Name484        Surname484     6.06667        
Name485        Surname485     6.66667        
Name487        Surname487     6.2            
Name489        Surname489     5.86667        
Name490        Surname490     6.26667        
Name493        Surname493     7.66667        
Name494        Surname494     7.26667        
Name497        Surname497     5.93333        
Name498        Surname498     6.26667        
Name499        Surname499     6.06667        
Name502        Surname502     5              
Name504        Surname504     6.6            
Name507        Surname507     5.86667        
Name508        Surname508     5.86667        
Name510        Surname510     6.06667        
Name511        Surname511     7.2            
Name513        Surname513     8.06667        
Name514        Surname514     6.66667        
Name515        Surname515     5.6            
Name516        Surname516     7.26667        
Name517        Surname517     5.53333        
Name518        Surname518     6.33333        
Name519        Surname519     8.4            
Name520        Surname520     6.93333        
Name521        Surname521     5.86667        
Name522        Surname522     5.2            
Name524        Surname524     5.8            
Name526        Surname526     5.4            
Name527        Surname527     7.26667        
Name531        Surname531     5.46667        
Name533        Surname533     5.6            
Name535        Surname535     5              
Name537        Surname537     5.06667        
Name540        Surname540     6.86667        
Name541        Surname541     7.26667        
Name542        Surname542     5.86667        
Name543        Surname543     5.2            
Name545        Surname545     6.73333        
Name546        Surname546     7.93333        
Name547        Surname547     6.93333        
Name550        Surname550     6.4            
Name552        Surname552     7              
Name554        Surname554     7.66667        
Name557        Surname557     8.2            
Name559        Surname559     7.73333        
Name560        Surname560     6.06667        
Name562        Surname562     8.6            
Name563        Surname563     6.6            
Name571        Surname571     6              
Name572        Surname572     7.4            
Name574        Surname574     6.73333        
Name576        Surname576     5.86667        
Name578        Surname578     5.46667        
Name582        Surname582     5.4            
Name584        Surname584     5.33333        
Name589        Surname589     5.26667        
Name592        Surname592     6.13333        
Name593        Surname593     5.4            
Name594        Surname594     7.33333        
Name598        Surname598     7.13333        
Name600        Surname600     7.46667        
Name601        Surname601     8.6            
Name603        Surname603     5.06667        
Name606        Surname606     6.73333        
Name608        Surname608     5              
Name610        Surname610     6.2            
Name612        Surname612     5.86667        
Name613        Surname613     7.2            
Name615        Surname615     6.13333        
Name616        Surname616     8.73333        
Name617        Surname617     6.06667        
Name620        Surname620     7.13333        
Name621        Surname621     5.6            
Name625        Surname625     5.46667        
Name627        Surname627     5.2            
Name632        Surname632     6              
Name633        Surname633     6.86667        
Name634        Surname634     6.86667        
Name635        Surname635     6.33333        
Name637        Surname637     5.53333        
Name638        Surname638     5.66667        
Name639        Surname639     7.46667        
Name641        Surname641     5.73333        
Name642        Surname642     5.86667        
Name645        Surname645     8.86667        
Name646        Surname646     7.53333        
Name647        Surname647     6.8            
Name648        Surname648     5.46667        
Name650        Surname650     5.2            
Name652        Surname652     7.6            
Name654        Surname654     8.4            
Name657        Surname657     9              
Name658        Surname658     8.26667        
Name664        Surname664     5.8            
Name666        Surname666     7              
Name672        Surname672     5.4            
Name676        Surname676     8.13333        
Name679        Surname679     6.8            
Name683        Surname683     7.06667        
Name686        Surname686     7              
Name689        Surname689     7.6            
Name690        Surname690     8.2            
Name691        Surname691     5.6            
Name693        Surname693     7.66667        
Name696        Surname696     8.26667        
Name702        Surname702     7.53333        
Name703        Surname703     7.26667        
Name704        Surname704     5.8            
Name707        Surname707     5.2            
Name708        Surname708     6.06667        
Name710        Surname710     5              
Name711        Surname711     6.66667        
Name712        Surname712     5.4            
Name715        Surname715     5.46667        
Name716        Surname716     7.86667        
Name717        Surname717     7.86667        
Name718        Surname718     7.73333        
Name719        Surname719     7.4            
Name720        Surname720     6.2            
Name723        Surname723     7.06667        
Name725        Surname725     5.26667        
Name727        Surname727     5.2            
Name729        Surname729     8.06667        
Name730        Surname730     6.93333        
Name731        Surname731     5.73333        
Name733        Surname733     5.86667        
Name735        Surname735     7.6            
Name736        Surname736     5.2            
Name741        Surname741     6.33333        
Name743        Surname743     7.8            
Name744        Surname744     8.46667        
Name746        Surname746     7.2            
Name747        Surname747     5.13333        
Name749        Surname749     7.06667        
Name751        Surname751     8.13333        
Name752        Surname752     7.26667        
Name753        Surname753     6.53333        
Name755        Surname755     5              
Name757        Surname757     7.33333        
Name760        Surname760     8.66667        
Name762        Surname762     5.93333        
Name763        Surname763     6.66667        
Name767        Surname767     7.13333        
Name768        Surname768     5.4            
Name772        Surname772     7.26667        
Name773        Surname773     6.73333        
Name776        Surname776     6              
Name778        Surname778     5.46667        
Name779        Surname779     7.73333        
Name781        Surname781     8.33333        
Name782        Surname782     6.13333        
Name786        Surname786     6.93333        
Name788        Surname788     6.8            
Name789        Surname789     7.46667        
Name790        Surname790     7.8            
Name791        Surname791     5.46667        
Name792        Surname792     6.6            
Name793        Surname793     5.06667        
Name795        Surname795     5.13333        
Name798        Surname798     6.4            
Name799        Surname799     7.66667        
Name802        Surname802     7.86667        
Name803        Surname803     7.13333        
Name804        Surname804     7.6            
Name805        Surname805     6.86667        
Name808        Surname808     5.73333        
Name811        Surname811     5.8            
Name812        Surname812     6.86667        
Name813        Surname813     5.2            
Name814        Surname814     7.66667        
Name816        Surname816     6              
Name818        Surname818     7.2            
Name821        Surname821     6.4            
Name822        Surname822     5.13333        
Name824        Surname824     5.33333        
Name825        Surname825     5.73333        
Name827        Surname827     7.13333        
Name828        Surname828     8.2            
Name829        Surname829     6.86667        
Name832        Surname832     5.6            
Name833        Surname833     5.26667        
Name834        Surname834     6              
Name836        Surname836     7.73333        
Name842        Surname842     6.46667        
Name844        Surname844     5.33333        
Name845        Surname845     5.73333        
Name847        Surname847     7              
Name848        Surname848     5.2            
Name850        Surname850     5.26667        
Name852        Surname852     9.13333        
Name853        Surname853     7.53333        
Name854        Surname854     8.46667        
Name856        Surname856     5.73333        
Name859        Surname859     8.26667        
Name860        Surname860     5.66667        
Name861        Surname861     7.46667        
Name862        Surname862     7.6            
Name863        Surname863     5.86667        
Name864        Surname864     6.26667        
Name868        Surname868     5.4            
Name870        Surname870     7.4            
Name871        Surname871     6.73333        
Name872        Surname872     5.93333        
Name874        Surname874     7.46667        
Name876        Surname876     6.53333        
Name877        Surname877     8              
Name878        Surname878     8              
Name882        Surname882     7.26667        
Name886        Surname886     7.06667        
Name888        Surname888     5.06667        
Name889        Surname889     7.13333        
Name892        Surname892     8.13333        
Name897        Surname897     7.06667        
Name898        Surname898     8              
Name899        Surname899     7.66667        
Name900        Surname900     8.6            
Name902        Surname902     5.06667        
Name905        Surname905     8.66667        
Name906        Surname906     7.93333        
Name907        Surname907     7              
Name908        Surname908     6.4            
Name910        Surname910     6              
Name911        Surname911     6.33333        
Name914        Surname914     5.86667        
Name917        Surname917     5.73333        
Name924        Surname924     7.73333        
Name925        Surname925     6.33333        
Name927        Surname927     6.13333        
Name929        Surname929     8.33333        
Name932        Surname932     7.46667        
Name934        Surname934     8              
Name936        Surname936     5.6            
Name937        Surname937     7.8            
Name941        Surname941     7              
Name948        Surname948     5.53333        
Name949        Surname949     7.93333        
Name950        Surname950     5.2            
Name951        Surname951     6.66667        
Name956        Surname956     8              
Name957        Surname957     5.66667        
Name958        Surname958     6.8            
Name960        Surname960     6.4            
Name961        Surname961     8.53333        
Name962        Surname962     5.4            
Name963        Surname963     5.13333        
Name966        Surname966     6.66667        
Name967        Surname967     5.86667        
Name968        Surname968     5.6            
Name975        Surname975     7.6            
Name977        Surname977     6              
Name978        Surname978     6.06667        
Name981        Surname981     5.6            
Name983        Surname983     7.13333        
Name984        Surname984     7.66667        
Name986        Surname986     7.2            
Name988        Surname988     7.53333        
Name989        Surname989     7              
Name992        Surname992     6.86667        
Name993        Surname993     5.33333        
Name994        Surname994     7.2            
Name995        Surname995     6.26667        
Name996        Surname996     5.66667        
Name997        Surname997     5.53333        
Name998        Surname998     7.33333        
Name999        Surname999     5.8            
Name1003       Surname1003    6.66667        
Name1004       Surname1004    8.6            
Name1007       Surname1007    6.73333        
Name1008       Surname1008    7.13333        
Name1009       Surname1009    7.93333        
Name1010       Surname1010    7.46667        
Name1011       Surname1011    7              
Name1012       Surname1012    5.8            
Name1014       Surname1014    5              
Name1015       Surname1015    7.26667        
Name1017       Surname1017    7.06667        
Name1018       Surname1018    5              
Name1019       Surname1019    7.06667        
Name1023       Surname1023    6.93333        
Name1026       Surname1026    7.2            
Name1028       Surname1028    5.26667        
Name1030       Surname1030    7.6            
Name1032       Surname1032    6.06667        
Name1033       Surname1033    5.26667        
Name1035       Surname1035    5.4            
Name1036       Surname1036    5.26667        
Name1037       Surname1037    7.46667        
Name1038       Surname1038    7.86667        
Name1040       Surname1040    5.86667        
Name1041       Surname1041    6.66667        
Name1042       Surname1042    7.8            
Name1046       Surname1046    7.86667        
Name1047       Surname1047    7.06667        
Name1048       Surname1048    6.13333        
Name1049       Surname1049    5.6            
Name1050       Surname1050    6.4            
Name1051       Surname1051    7.8            
Name1052       Surname1052    5.06667        
Name1053       Surname1053    7.06667        
Name1054       Surname1054    7.8            
Name1056       Surname1056    5.6            
Name1057       Surname1057    5.8            
Name1059       Surname1059    6.33333        
Name1060       Surname1060    8.46667        
Name1065       Surname1065    6.53333        
Name1066       Surname1066    5.13333        
Name1067       Surname1067    6.46667        
Name1068       Surname1068    5.2            
Name1069       Surname1069    7.26667        
Name1070       Surname1070    6              
Name1071       Surname1071    7.33333        
Name1073       Surname1073    5.46667        
Name1075       Surname1075    6.66667        
Name1076       Surname1076    7.13333        
Name1078       Surname1078    5.53333        
Name1085       Surname1085    5.46667        
Name1094       Surname1094    7.2            
Name1097       Surname1097    7.26667        
Name1098       Surname1098    6.13333        
Name1099       Surname1099    5.26667        
Name1100       Surname1100    7.73333        
Name1101       Surname1101    5.33333        
Name1102       Surname1102    6.2            
Name1103       Surname1103    5.33333        
Name1105       Surname1105    7.73333        
Name1107       Surname1107    7.4            
Name1109       Surname1109    7.66667        
Name1112       Surname1112    8.2            
Name1114       Surname1114    7.93333        
Name1117       Surname1117    7.26667        
Name1118       Surname1118    8.73333        
Name1119       Surname1119    5.46667        
Name1124       Surname1124    7              
Name1126       Surname1126    7.53333        
Name1129       Surname1129    5.6            
Name1130       Surname1130    6.86667        
Name1131       Surname1131    7.13333        
Name1132       Surname1132    7.33333        
Name1133       Surname1133    7.86667        
Name1135       Surname1135    8.26667        
Name1136       Surname1136    5.06667        
Name1137       Surname1137    7.73333        
Name1138       Surname1138    6.66667        
Name1141       Surname1141    5.2            
Name1142       Surname1142    8.06667        
Name1147       Surname1147    5.93333        
Name1149       Surname1149    5.66667        
Name1150       Surname1150    5.66667        
Name1155       Surname1155    7.53333        
Name1156       Surname1156    7.06667        
Name1158       Surname1158    7.06667        
Name1159       Surname1159    6.2            
Name1160       Surname1160    7.26667        
Name1162       Surname1162    5.13333        
Name1163       Surname1163    6.53333        
Name1164       Surname1164    6.93333        
Name1165       Surname1165    6.46667        
Name1169       Surname1169    6.53333        
Name1172       Surname1172    7.06667        
Name1173       Surname1173    7.93333        
Name1174       Surname1174    6.86667        
Name1176       Surname1176    6.53333        
Name1177       Surname1177    6.46667        
Name1181       Surname1181    7.33333        
Name1183       Surname1183    6.86667        
Name1184       Surname1184    6.2            
Name1185       Surname1185    5.86667        
Name1189       Surname1189    8.13333        
Name1190       Surname1190    7.06667        
Name1191       Surname1191    7.66667        
Name1193       Surname1193    6.4            
Name1197       Surname1197    6.53333        
Name1198       Surname1198    7.8            
Name1201       Surname1201    5.33333        
Name1202       Surname1202    7.26667        
Name1204       Surname1204    7.66667        
Name1206       Surname1206    7.86667        
Name1207       Surname1207    6.53333        
Name1208       Surname1208    6.86667        
Name1209       Surname1209    5.06667        
Name1211       Surname1211    6.46667        
Name1213       Surname1213    5.06667        
Name1216       Surname1216    6.53333        
Name1219       Surname1219    8.06667        
Name1221       Surname1221    7.8            
Name1223       Surname1223    8.46667        
Name1224       Surname1224    6.73333        
Name1228       Surname1228    5.33333        
Name1230       Surname1230    6.93333        
Name1232       Surname1232    6.06667        
Name1234       Surname1234    6.86667        
Name1236       Surname1236    6.53333        
Name1237       Surname1237    5.86667        
Name1238       Surname1238    7.13333        
Name1239       Surname1239    5.66667        
Name1242       Surname1242    5.53333        
Name1243       Surname1243    5.4            
Name1244       Surname1244    6.2            
Name1248       Surname1248    5.73333        
Name1249       Surname1249    5.53333        
Name1251       Surname1251    5.33333        
Name1252       Surname1252    7.73333        
Name1254       Surname1254    7              
Name1256       Surname1256    5              
Name1259       Surname1259    5.53333        
Name1261       Surname1261    5.13333        
Name1262       Surname1262    7.6            
Name1267       Surname1267    6.93333        
Name1271       Surname1271    6.33333        
Name1272       Surname1272    6.2            
Name1276       Surname1276    7.46667        
Name1277       Surname1277    5              
Name1278       Surname1278    8.2            
Name1282       Surname1282    7.4            
Name1283       Surname1283    6.33333        
Name1287       Surname1287    5.73333        
Name1288       Surname1288    5.46667        
Name1292       Surname1292    5.93333        
Name1295       Surname1295    6.6            
Name1298       Surname1298    8.46667        
Name1299       Surname1299    7.2            
Name1301       Surname1301    5.2            
Name1302       Surname1302    5              
Name1305       Surname1305    5.73333        
Name1311       Surname1311    5.8            
Name1312       Surname1312    7              
Name1313       Surname1313    7.86667        
Name1314       Surname1314    5.46667        
Name1316       Surname1316    5.4            
Name1318       Surname1318    7.4            
Name1319       Surname1319    6.26667        
Name1320       Surname1320    9.4            
Name1321       Surname1321    8.2            
Name1325       Surname1325    8              
Name1327       Surname1327    6.8            
Name1329       Surname1329    6.13333        
Name1330       Surname1330    7.93333        
Name1331       Surname1331    6.13333        
Name1332       Surname1332    6.53333        
Name1335       Surname1335    6.4            
Name1336       Surname1336    8.6            
Name1337       Surname1337    5.13333        
Name1338       Surname1338    5.66667        
Name1339       Surname1339    5.26667        
Name1342       Surname1342    7.33333        
Name1343       Surname1343    8.2            
Name1346       Surname1346    7.33333        
Name1347       Surname1347    7.33333        
Name1348       Surname1348    7.66667        
Name1349       Surname1349    7.4            
Name1352       Surname1352    5.13333        
Name1354       Surname1354    5.8            
Name1357       Surname1357    7.8            
Name1360       Surname1360    7.13333        
Name1361       Surname1361    7.26667        
Name1362       Surname1362    8.13333        
Name1363       Surname1363    7.13333        
Name1364       Surname1364    6.8            
Name1366       Surname1366    8.33333        
Name1367       Surname1367    8.66667        
Name1368       Surname1368    6.53333        
Name1369       Surname1369    8              
Name1370       Surname1370    6.4            
Name1371       Surname1371    6.66667        
Name1375       Surname1375    8              
Name1377       Surname1377    6.66667        
Name1378       Surname1378    5.53333        
Name1379       Surname1379    5.46667        
Name1380       Surname1380    7              
Name1383       Surname1383    7.26667        
Name1385       Surname1385    5.33333        
Name1387       Surname1387    5.6            
Name1388       Surname1388    7.4            
Name1390       Surname1390    6.66667        
Name1392       Surname1392    8.06667        
Name1393       Surname1393    5.93333        
Name1397       Surname1397    6.6            
Name1398       Surname1398    7.06667        
Name1400       Surname1400    7.06667        
Name1401       Surname1401    7.66667        
Name1404       Surname1404    6.2            
Name1406       Surname1406    7.4            
Name1407       Surname1407    8.4            
Name1409       Surname1409    7.06667        
Name1411       Surname1411    5.06667        
Name1412       Surname1412    5.66667        
Name1414       Surname1414    5.93333        
Name1415       Surname1415    6.8            
Name1416       Surname1416    8.13333        
Name1417       Surname1417    6.6            
Name1420       Surname1420    7.33333        
Name1423       Surname1423    5.73333        
Name1424       Surname1424    6.2            
Name1426       Surname1426    7.06667        
Name1429       Surname1429    7.53333        
Name1430       Surname1430    6.73333        
Name1436       Surname1436    7.66667        
Name1439       Surname1439    5.93333        
Name1441       Surname1441    7.46667        
Name1442       Surname1442    5.33333        
Name1443       Surname1443    5.33333        
Name1446       Surname1446    5.4            
Name1447       Surname1447    6.46667        
Name1448       Surname1448    5.6            
Name1450       Surname1450    7.26667        
Name1452       Surname1452    7.93333        
Name1456       Surname1456    7.13333        
Name1459       Surname1459    5.6            
Name1461       Surname1461    7.26667        
Name1462       Surname1462    8.46667        
Name1466       Surname1466    7.13333        
Name1470       Surname1470    5.4            
Name1471       Surname1471    7              
Name1473       Surname1473    5.73333        
Name1476       Surname1476    5.33333        
Name1480       Surname1480    7.66667        
Name1481       Surname1481    7.86667        
Name1483       Surname1483    5.4            
Name1484       Surname1484    6.46667        
Name1486       Surname1486    7.53333        
Name1488       Surname1488    6.4            
Name1492       Surname1492    6.73333        
Name1493       Surname1493    6.26667        
Name1497       Surname1497    8.46667        
Name1499       Surname1499    5.06667        
Name1502       Surname1502    5.53333        
Name1504       Surname1504    8.13333        
Name1505       Surname1505    5.53333        
Name1508       Surname1508    5.33333        
Name1511       Surname1511    6              
Name1512       Surname1512    5.46667        
Name1514       Surname1514    7.26667        
Name1518       Surname1518    6.73333        
Name1519       Surname1519    8.46667        
Name1520       Surname1520    5.93333        
Name1523       Surname1523    8              
Name1524       Surname1524    8.13333        
Name1526       Surname1526    6.66667        
Name1527       Surname1527    5.33333        
Name1528       Surname1528    6.53333        
Name1529       Surname1529    8.26667        
Name1530       Surname1530    7.6            
Name1531       Surname1531    7.06667        
Name1532       Surname1532    6.8            
Name1534       Surname1534    7.26667        
Name1536       Surname1536    5.93333        
Name1538       Surname1538    6              
Name1539       Surname1539    7.33333        
Name1541       Surname1541    5.13333        
Name1543       Surname1543    5.6            
Name1544       Surname1544    8.13333        
Name1545       Surname1545    5.6            
Name1546       Surname1546    5.6            
Name1547       Surname1547    6.06667        
Name1548       Surname1548    7.26667        
Name1550       Surname1550    6.53333        
Name1551       Surname1551    7.2            
Name1553       Surname1553    5.8            
Name1554       Surname1554    7.2            
Name1557       Surname1557    7.26667        
Name1558       Surname1558    6.53333        
Name1559       Surname1559    7.06667        
Name1561       Surname1561    7.73333        
Name1562       Surname1562    7.6            
Name1564       Surname1564    7.46667        
Name1565       Surname1565    7.73333        
Name1570       Surname1570    5.6            
Name1572       Surname1572    7.86667        
Name1573       Surname1573    6.53333        
Name1574       Surname1574    7.6            
Name1578       Surname1578    8.6            
Name1579       Surname1579    7.93333        
Name1584       Surname1584    5.66667        
Name1588       Surname1588    6.2            
Name1589       Surname1589    5.53333        
Name1594       Surname1594    6.8            
Name1595       Surname1595    6.93333        
Name1597       Surname1597    8.06667        
Name1598       Surname1598    5.66667        
Name1599       Surname1599    5.86667        
Name1600       Surname1600    7.53333        
Name1602       Surname1602    6.2            
Name1603       Surname1603    6              
Name1605       Surname1605    7.13333        
Name1606       Surname1606    5.46667        
Name1607       Surname1607    5.26667        
Name1609       Surname1609    6.93333        
Name1611       Surname1611    7.66667        
Name1612       Surname1612    5.53333        
Name1614       Surname1614    6.26667        
Name1617       Surname1617    5.8            
Name1618       Surname1618    7.53333        
Name1621       Surname1621    6              
Name1624       Surname1624    5              
Name1628       Surname1628    8.26667        
Name1629       Surname1629    6.13333        
Name1631       Surname1631    7.93333        
Name1634       Surname1634    7              
Name1635       Surname1635    6.4            
Name1637       Surname1637    8.06667        
Name1638       Surname1638    7.66667        
Name1639       Surname1639    6.73333        
Name1640       Surname1640    8              
Name1645       Surname1645    9.06667        
Name1646       Surname1646    7.06667        
Name1647       Surname1647    7.4            
Name1648       Surname1648    7.26667        
Name1649       Surname1649    6.86667        
Name1650       Surname1650    6.4            
Name1652       Surname1652    7.46667        
Name1653       Surname1653    7.6            
Name1657       Surname1657    6.6            
Name1659       Surname1659    5.33333        
Name1661       Surname1661    7.86667        
Name1663       Surname1663    7.73333        
Name1665       Surname1665    7              
Name1666       Surname1666    6.26667        
Name1668       Surname1668    6.26667        
Name1673       Surname1673    6.26667        
Name1678       Surname1678    7.53333        
Name1680       Surname1680    8.6            
Name1681       Surname1681    6.6            
Name1682       Surname1682    6              
Name1684       Surname1684    8.2            
Name1689       Surname1689    5.13333        
Name1690       Surname1690    8.6            
Name1694       Surname1694    7.93333        
Name1695       Surname1695    5.93333        
Name1698       Surname1698    5.2            
Name1699       Surname1699    6.13333        
Name1700       Surname1700    6.93333        
Name1702       Surname1702    5.06667        
Name1709       Surname1709    5.4            
Name1712       Surname1712    5.86667        
Name1713       Surname1713    6              
Name1714       Surname1714    5.46667        
Name1715       Surname1715    7.6            
Name1716       Surname1716    8.33333        
Name1717       Surname1717    6.93333        
Name1719       Surname1719    6.8            
Name1720       Surname1720    6.8            
Name1721       Surname1721    5.2            
Name1723       Surname1723    6.66667        
