Name           Surname        Final_Grade(Aver. )
Name213        Surname213     2.06667        
Name214        Surname214     3.06667        
Name215        Surname215     2.86667        
Name217        Surname217     2              
Name219        Surname219     2.93333        
Name223        Surname223     4.93333        
Name224        Surname224     4              
Name225        Surname225     1.53333        
Name227        Surname227     4.46667        
Name233        Surname233     1.93333        
Name235        Surname235     1.33333        
Name237        Surname237     4.73333        
Name239        Surname239     3.53333        
Name242        Surname242     2.66667        
Name243        Surname243     4.2            
Name245        Surname245     3              
Name247        Surname247     1.86667        
Name249        Surname249     1.93333        
Name250        Surname250     4.6            
Name252        Surname252     2.53333        
Name255        Surname255     2.4            
Name258        Surname258     4.86667        
Name259        Surname259     1.6            
Name262        Surname262     1.66667        
Name265        Surname265     3.93333        
Name267        Surname267     4.13333        
Name270        Surname270     3.66667        
Name271        Surname271     3.2            
Name274        Surname274     3.13333        
Name275        Surname275     3.26667        
Name276        Surname276     3.26667        
Name279        Surname279     2.06667        
Name280        Surname280     2.6            
Name281        Surname281     1.6            
Name283        Surname283     4.06667        
Name285        Surname285     3.86667        
Name289        Surname289     1.93333        
Name290        Surname290     3.2            
Name294        Surname294     3.73333        
Name300        Surname300     2.53333        
Name302        Surname302     2.73333        
Name304        Surname304     2.46667        
Name306        Surname306     2.46667        
Name307        Surname307     3.73333        
Name308        Surname308     1.4            
Name309        Surname309     4              
Name310        Surname310     2.33333        
Name313        Surname313     3.46667        
Name315        Surname315     4.46667        
Name320        Surname320     2.6            
Name321        Surname321     3.73333        
Name326        Surname326     4.8            
Name328        Surname328     3.13333        
Name329        Surname329     1.93333        
Name332        Surname332     2.26667        
Name334        Surname334     2.73333        
Name335        Surname335     4.8            
Name339        Surname339     4.73333        
Name341        Surname341     3.06667        
Name343        Surname343     2              
Name344        Surname344     2.86667        
Name345        Surname345     2.2            
Name348        Surname348     2.4            
Name349        Surname349     3.8            
Name350        Surname350     4.86667        
Name352        Surname352     4.46667        
Name354        Surname354     4.73333        
Name355        Surname355     4.46667        
Name356        Surname356     1.6            
Name358        Surname358     2.6            
Name359        Surname359     2.73333        
Name365        Surname365     2.53333        
Name367        Surname367     3.6            
Name370        Surname370     3.86667        
Name371        Surname371     2.8            
Name373        Surname373     4.33333        
Name374        Surname374     4.73333        
Name377        Surname377     4.26667        
Name378        Surname378     4.6            
Name379        Surname379     0.933333       
Name380        Surname380     3.6            
Name383        Surname383     1.33333        
Name385        Surname385     3              
Name386        Surname386     3.93333        
Name388        Surname388     3              
Name397        Surname397     2.2            
Name401        Surname401     2.73333        
Name402        Surname402     4.13333        
Name403        Surname403     2.26667        
Name404        Surname404     3.6            
Name405        Surname405     2.93333        
Name409        Surname409     2.33333        
Name412        Surname412     3.73333        
Name413        Surname413     4.8            
Name418        Surname418     3.73333        
Name419        Surname419     2.46667        
Name420        Surname420     4.33333        
Name423        Surname423     2.2            
Name425        Surname425     4              
Name427        Surname427     2.06667        
Name429        Surname429     3.06667        
Name431        Surname431     4.2            
Name432        Surname432     4              
Name433        Surname433     4.4            
Name434        Surname434     4.4            
Name439        Surname439     3.4            
Name441        Surname441     3.26667        
Name443        Surname443     3.53333        
Name445        Surname445     4.8            
Name448        Surname448     3.46667        
Name449        Surname449     2.6            
Name450        Surname450     4.73333        
Name451        Surname451     2.46667        
Name452        Surname452     4.86667        
Name454        Surname454     2.86667        
Name456        Surname456     4              
Name457        Surname457     4.66667        
Name461        Surname461     3.4            
Name466        Surname466     1.66667        
Name467        Surname467     3.93333        
Name471        Surname471     4.73333        
Name473        Surname473     4.06667        
Name474        Surname474     1.93333        
Name475        Surname475     4.53333        
Name476        Surname476     2.4            
Name477        Surname477     3.4            
Name478        Surname478     3.66667        
Name479        Surname479     1.93333        
Name483        Surname483     3.4            
Name486        Surname486     3.4            
Name488        Surname488     3.4            
Name491        Surname491     2.66667        
Name492        Surname492     1.53333        
Name495        Surname495     4.13333        
Name496        Surname496     3.93333        
Name500        Surname500     4.53333        
Name501        Surname501     3.26667        
Name503        Surname503     3              
Name505        Surname505     3.73333        
Name506        Surname506     3.26667        
Name509        Surname509     4.4            
Name512        Surname512     3.4            
Name523        Surname523     3.93333        
Name525        Surname525     2.73333        
Name528        Surname528     4.73333        
Name529        Surname529     4.2            
Name530        Surname530     3.33333        
Name532        Surname532     4.86667        
Name534        Surname534     4.26667        
Name536        Surname536     1.86667        
Name538        Surname538     3.4            
Name539        Surname539     3              
Name544        Surname544     3.06667        
Name548        Surname548     2.46667        
Name549        Surname549     4.46667        
Name551        Surname551     4.8            
Name553        Surname553     3.8            
Name555        Surname555     3.13333        
Name556        Surname556     2.33333        
Name558        Surname558     2.4            
Name561        Surname561     2.53333        
Name564        Surname564     2.66667        
Name565        Surname565     2.8            
Name566        Surname566     4.6            
Name567        Surname567     2.46667        
Name568        Surname568     3.93333        
Name569        Surname569     3.33333        
Name570        Surname570     3.8            
Name573        Surname573     2.93333        
Name575        Surname575     4.93333        
Name577        Surname577     2.66667        
Name579        Surname579     2.8            
Name580        Surname580     4.4            
Name581        Surname581     4.93333        
Name583        Surname583     3.26667        
Name585        Surname585     4.33333        
Name586        Surname586     1.26667        
Name587        Surname587     3.6            
Name588        Surname588     3.46667        
Name590        Surname590     4.66667        
Name591        Surname591     2.2            
Name595        Surname595     1.46667        
Name596        Surname596     3.46667        
Name597        Surname597     2.8            
Name599        Surname599     4.6            
Name602        Surname602     4.2            
Name604        Surname604     3.86667        
Name605        Surname605     2.2            
Name607        Surname607     2.73333        
Name609        Surname609     3.53333        
Name611        Surname611     3.8            
Name614        Surname614     2              
Name618        Surname618     2.6            
Name619        Surname619     4.6            
Name622        Surname622     2.4            
Name623        Surname623     2.26667        
Name624        Surname624     3.6            
Name626        Surname626     4.66667        
Name628        Surname628     3.93333        
Name629        Surname629     4.86667        
Name630        Surname630     4.6            
Name631        Surname631     4.2            
Name636        Surname636     4.8            
Name640        Surname640     4              
Name643        Surname643     3.73333        
Name644        Surname644     3.26667        
Name649        Surname649     4.66667        
Name651        Surname651     1.46667        
Name653        Surname653     4.8            
Name655        Surname655     4.13333        
Name656        Surname656     4.66667        
Name659        Surname659     2.13333        
Name660        Surname660     1.66667        
Name661        Surname661     2.26667        
Name662        Surname662     2              
Name663        Surname663     3.53333        
Name665        Surname665     2.73333        
Name667        Surname667     4.33333        
Name668        Surname668     3              
Name669        Surname669     4.2            
Name670        Surname670     1.73333        
Name671        Surname671     4.86667        
Name673        Surname673     3.46667        
Name674        Surname674     1.6            
Name675        Surname675     2.4            
Name677        Surname677     2.2            
Name678        Surname678     2.53333        
Name680        Surname680     2.46667        
Name681        Surname681     3.93333        
Name682        Surname682     3.53333        
Name684        Surname684     3.73333        
Name685        Surname685     1.66667        
Name687        Surname687     4.6            
Name688        Surname688     4.33333        
Name692        Surname692     1.6            
Name694        Surname694     4.66667        
Name695        Surname695     3.93333        
Name697        Surname697     4              
Name698        Surname698     3              
Name699        Surname699     3.6            
Name700        Surname700     3.66667        
Name701        Surname701     2.66667        
Name705        Surname705     2.86667        
Name706        Surname706     4.4            
Name709        Surname709     4.73333        
Name713        Surname713     4.8            
Name714        Surname714     4.26667        
Name721        Surname721     1.73333        
Name722        Surname722     1.53333        
Name724        Surname724     4.66667        
Name726        Surname726     3.53333        
Name728        Surname728     1.53333        
Name732        Surname732     4.6            
Name734        Surname734     2.86667        
Name737        Surname737     4.66667        
Name738        Surname738     3.6            
Name739        Surname739     4.13333        
Name740        Surname740     2.13333        
Name742        Surname742     1.46667        
Name745        Surname745     2.4            
Name748        Surname748     2.6            
Name750        Surname750     3.33333        
Name754        Surname754     3.06667        
Name756        Surname756     2.53333        
Name758        Surname758     4.6            
Name759        Surname759     3.46667        
Name761        Surname761     2.53333        
Name764        Surname764     4.66667        
Name765        Surname765     1.33333        
Name766        Surname766     4.2            
Name769        Surname769     1.73333        
Name770        Surname770     4.26667        
Name771        Surname771     2.2            
Name774        Surname774     4.86667        
Name775        Surname775     4.2            
Name777        Surname777     3.6            
Name780        Surname780     4.8            
Name783        Surname783     3.8            
Name784        Surname784     3.4            
Name785        Surname785     3.4            
Name787        Surname787     4.73333        
Name794        Surname794     3.4            
Name796        Surname796     4.8            
Name797        Surname797     2.13333        
Name800        Surname800     4.46667        
Name801        Surname801     4.2            
Name806        Surname806     3.53333        
Name807        Surname807     4.26667        
Name809        Surname809     1.13333        
Name810        Surname810     2.06667        
Name815        Surname815     3.06667        
Name817        Surname817     2.8            
Name819        Surname819     4.06667        
Name820        Surname820     2.13333        
Name823        Surname823     1.93333        
Name826        Surname826     3.93333        
Name830        Surname830     2.2            
Name831        Surname831     2.46667        
Name835        Surname835     3.46667        
Name837        Surname837     4.2            
Name838        Surname838     3.93333        
Name839        Surname839     4.8            
Name840        Surname840     3.8            
Name841        Surname841     1.66667        
Name843        Surname843     3.2            
Name846        Surname846     3.26667        
Name849        Surname849     4.2            
Name851        Surname851     3.73333        
Name855        Surname855     2.66667        
Name857        Surname857     4.26667        
Name858        Surname858     3.46667        
Name865        Surname865     4.6            
Name866        Surname866     2.13333        
Name867        Surname867     2.93333        
Name869        Surname869     4.86667        
Name873        Surname873     2.66667        
Name875        Surname875     3              
Name879        Surname879     1.93333        
Name880        Surname880     1.6            
Name881        Surname881     2.06667        
Name883        Surname883     2.86667        
Name884        Surname884     3.2            
Name885        Surname885     4.86667        
Name887        Surname887     3              
Name890        Surname890     3.6            
Name891        Surname891     4.73333        
Name893        Surname893     2.26667        
Name894        Surname894     3              
Name895        Surname895     4.93333        
Name896        Surname896     2.06667        
Name901        Surname901     3.2            
Name903        Surname903     3.53333        
Name904        Surname904     2.4            
Name909        Surname909     3.86667        
Name912        Surname912     1.6            
Name913        Surname913     1.2            
Name915        Surname915     3.8            
Name916        Surname916     2.4            
Name918        Surname918     2.33333        
Name919        Surname919     3              
Name920        Surname920     3.6            
Name921        Surname921     3.8            
Name922        Surname922     3              
Name923        Surname923     4.73333        
Name926        Surname926     4.2            
Name928        Surname928     3.2            
Name930        Surname930     3.33333        
Name931        Surname931     2.6            
Name933        Surname933     4.8            
Name935        Surname935     4.33333        
Name938        Surname938     4.8            
Name939        Surname939     2.06667        
Name940        Surname940     3.2            
Name942        Surname942     3.73333        
Name943        Surname943     3.26667        
Name944        Surname944     3.86667        
Name945        Surname945     1.73333        
Name946        Surname946     4.66667        
Name947        Surname947     2.6            
Name952        Surname952     3.06667        
Name953        Surname953     3.8            
Name954        Surname954     4.4            
Name955        Surname955     2.6            
Name959        Surname959     4.66667        
Name964        Surname964     4.26667        
Name965        Surname965     4.6            
Name969        Surname969     2.46667        
Name970        Surname970     4.93333        
Name971        Surname971     4.53333        
Name972        Surname972     3.13333        
Name973        Surname973     2.73333        
Name974        Surname974     2.53333        
Name976        Surname976     3.13333        
Name979        Surname979     2.8            
Name980        Surname980     2.93333        
Name982        Surname982     2              
Name985        Surname985     4.66667        
Name987        Surname987     2.46667        
Name990        Surname990     4.2            
Name991        Surname991     4.93333        
Name1000       Surname1000    2.66667        
Name1001       Surname1001    4.73333        
Name1002       Surname1002    3.73333        
Name1005       Surname1005    2.4            
Name1006       Surname1006    4.53333        
Name1013       Surname1013    1.53333        
Name1016       Surname1016    1.6            
Name1020       Surname1020    4.53333        
Name1021       Surname1021    4.2            
Name1022       Surname1022    4.13333        
Name1024       Surname1024    4.4            
Name1025       Surname1025    4.06667        
Name1027       Surname1027    3.13333        
Name1029       Surname1029    4.86667        
Name1031       Surname1031    3.06667        
Name1034       Surname1034    4.86667        
Name1039       Surname1039    2.06667        
Name1043       Surname1043    2              
Name1044       Surname1044    4.86667        
Name1045       Surname1045    2.73333        
Name1055       Surname1055    4.06667        
Name1058       Surname1058    2.13333        
Name1061       Surname1061    2.06667        
Name1062       Surname1062    3.93333        
Name1063       Surname1063    4              
Name1064       Surname1064    2.73333        
Name1072       Surname1072    4.13333        
Name1074       Surname1074    4.2            
Name1077       Surname1077    2.33333        
Name1079       Surname1079    2              
Name1080       Surname1080    2.6            
Name1081       Surname1081    3.66667        
Name1082       Surname1082    4.2            
Name1083       Surname1083    4.66667        
Name1084       Surname1084    3.26667        
Name1086       Surname1086    3.46667        
Name1087       Surname1087    2.26667        
Name1088       Surname1088    1.73333        
Name1089       Surname1089    1.53333        
Name1090       Surname1090    2.53333        
Name1091       Surname1091    1.13333        
Name1092       Surname1092    3.4            
Name1093       Surname1093    3              
Name1095       Surname1095    3.33333        
Name1096       Surname1096    4.73333        
Name1104       Surname1104    2.8            
Name1106       Surname1106    3.26667        
Name1108       Surname1108    2.06667        
Name1110       Surname1110    4.26667        
Name1111       Surname1111    4              
Name1113       Surname1113    2.4            
Name1115       Surname1115    3.4            
Name1116       Surname1116    3.66667        
Name1120       Surname1120    2.66667        
Name1121       Surname1121    4.93333        
Name1122       Surname1122    2.86667        
Name1123       Surname1123    3.4            
Name1125       Surname1125    4.13333        
Name1127       Surname1127    4              
Name1128       Surname1128    2.66667        
Name1134       Surname1134    4.4            
Name1139       Surname1139    3.86667        
Name1140       Surname1140    3.66667        
Name1143       Surname1143    3.26667        
Name1144       Surname1144    4.26667        
Name1145       Surname1145    3.6            
Name1146       Surname1146    1.6            
Name1148       Surname1148    4.2            
Name1151       Surname1151    1.13333        
Name1152       Surname1152    3              
Name1153       Surname1153    4.2            
Name1154       Surname1154    4.6            
Name1157       Surname1157    3              
Name1161       Surname1161    4.6            
Name1166       Surname1166    1.46667        
Name1167       Surname1167    2.66667        
Name1168       Surname1168    2.66667        
Name1170       Surname1170    4.93333        
Name1171       Surname1171    3.6            
Name1175       Surname1175    3.53333        
Name1178       Surname1178    4              
Name1179       Surname1179    4.86667        
Name1180       Surname1180    3.13333        
Name1182       Surname1182    3.8            
Name1186       Surname1186    4.86667        
Name1187       Surname1187    3.8            
Name1188       Surname1188    1.13333        
Name1192       Surname1192    2.8            
Name1194       Surname1194    4              
Name1195       Surname1195    1.93333        
Name1196       Surname1196    2.06667        
Name1199       Surname1199    4.06667        
Name1200       Surname1200    4.86667        
Name1203       Surname1203    2.46667        
Name1205       Surname1205    4.46667        
Name1210       Surname1210    3.6            
Name1212       Surname1212    1.66667        
Name1214       Surname1214    3.13333        
Name1215       Surname1215    2.93333        
Name1217       Surname1217    3.4            
Name1218       Surname1218    1.8            
Name1220       Surname1220    4.86667        
Name1222       Surname1222    2.73333        
Name1225       Surname1225    1.66667        
Name1226       Surname1226    4.2            
Name1227       Surname1227    1.8            
Name1229       Surname1229    4.73333        
Name1231       Surname1231    4.13333        
Name1233       Surname1233    3.93333        
Name1235       Surname1235    2.93333        
Name1240       Surname1240    2.2            
Name1241       Surname1241    4.86667        
Name1245       Surname1245    2.66667        
Name1246       Surname1246    2.13333        
Name1247       Surname1247    4.4            
Name1250       Surname1250    4.26667        
Name1253       Surname1253    4.2            
Name1255       Surname1255    2.8            
Name1257       Surname1257    3.6            
Name1258       Surname1258    2.6            
Name1260       Surname1260    2.2            
Name1263       Surname1263    3.6            
Name1264       Surname1264    4              
Name1265       Surname1265    4.86667        
Name1266       Surname1266    3.33333        
Name1268       Surname1268    2.86667        
Name1269       Surname1269    2.6            
Name1270       Surname1270    4.4            
Name1273       Surname1273    2.66667        
Name1274       Surname1274    2.46667        
Name1275       Surname1275    4.33333        
Name1279       Surname1279    4.2            
Name1280       Surname1280    4.73333        
Name1281       Surname1281    3.33333        
Name1284       Surname1284    3.66667        
Name1285       Surname1285    2.86667        
Name1286       Surname1286    4.73333        
Name1289       Surname1289    4.73333        
Name1290       Surname1290    4.86667        
Name1291       Surname1291    2.66667        
Name1293       Surname1293    3.26667        
Name1294       Surname1294    3.2            
Name1296       Surname1296    2.33333        
Name1297       Surname1297    2.86667        
Name1300       Surname1300    1.46667        
Name1303       Surname1303    1.53333        
Name1304       Surname1304    4.86667        
Name1306       Surname1306    4.2            
Name1307       Surname1307    4.8            
Name1308       Surname1308    2.2            
Name1309       Surname1309    2.8            
Name1310       Surname1310    3.8            
Name1315       Surname1315    4.2            
Name1317       Surname1317    4.93333        
Name1322       Surname1322    2.2            
Name1323       Surname1323    4.46667        
Name1324       Surname1324    4.06667        
Name1326       Surname1326    3.13333        
Name1328       Surname1328    3.06667        
Name1333       Surname1333    2.66667        
Name1334       Surname1334    3.86667        
Name1340       Surname1340    1.53333        
Name1341       Surname1341    2.4            
Name1344       Surname1344    4.6            
Name1345       Surname1345    4.2            
Name1350       Surname1350    3              
Name1351       Surname1351    3.4            
Name1353       Surname1353    2              
Name1355       Surname1355    4.6            
Name1356       Surname1356    2.26667        
Name1358       Surname1358    3.33333        
Name1359       Surname1359    4.73333        
Name1365       Surname1365    1.46667        
Name1372       Surname1372    4.26667        
Name1373       Surname1373    4              
Name1374       Surname1374    2.73333        
Name1376       Surname1376    4.6            
Name1381       Surname1381    4.46667        
Name1382       Surname1382    2.86667        
Name1384       Surname1384    4.6            
Name1386       Surname1386    3.86667        
Name1389       Surname1389    2.13333        
Name1391       Surname1391    3.8            
Name1394       Surname1394    3.86667        
Name1395       Surname1395    2              
Name1396       Surname1396    2.53333        
Name1399       Surname1399    3.8            
Name1402       Surname1402    3              
Name1403       Surname1403    3.2            
Name1405       Surname1405    2.6            
Name1408       Surname1408    3.93333        
Name1410       Surname1410    4              
Name1413       Surname1413    3.6            
Name1418       Surname1418    2.86667        
Name1419       Surname1419    2.53333        
Name1421       Surname1421    2.4            
Name1422       Surname1422    3              
Name1425       Surname1425    2.86667        
Name1427       Surname1427    4.2            
Name1428       Surname1428    2.6            
Name1431       Surname1431    2.46667        
Name1432       Surname1432    3.66667        
Name1433       Surname1433    3.8            
Name1434       Surname1434    4.6            
Name1435       Surname1435    3.66667        
Name1437       Surname1437    3.53333        
Name1438       Surname1438    1.53333        
Name1440       Surname1440    3.13333        
Name1444       Surname1444    2.4            
Name1445       Surname1445    0.8            
Name1449       Surname1449    4.46667        
Name1451       Surname1451    3.13333        
Name1453       Surname1453    3.93333        
Name1454       Surname1454    4.2            
Name1455       Surname1455    4.26667        
Name1457       Surname1457    3.53333        
Name1458       Surname1458    2.13333        
Name1460       Surname1460    2.86667        
Name1463       Surname1463    3.4            
Name1464       Surname1464    4.73333        
Name1465       Surname1465    2.4            
Name1467       Surname1467    3.13333        
Name1468       Surname1468    4.33333        
Name1469       Surname1469    3.13333        
Name1472       Surname1472    3.66667        
Name1474       Surname1474    4.33333        
Name1475       Surname1475    2.6            
Name1477       Surname1477    3.93333        
Name1478       Surname1478    1.93333        
Name1479       Surname1479    2.93333        
Name1482       Surname1482    1.53333        
Name1485       Surname1485    2.46667        
Name1487       Surname1487    1.93333        
Name1489       Surname1489    4.66667        
Name1490       Surname1490    4.53333        
Name1491       Surname1491    3.33333        
Name1494       Surname1494    3.86667        
Name1495       Surname1495    4.8            
Name1496       Surname1496    2.66667        
Name1498       Surname1498    1.8            
Name1500       Surname1500    2              
Name1501       Surname1501    3.46667        
Name1503       Surname1503    4.2            
Name1506       Surname1506    2.6            
Name1507       Surname1507    3.06667        
Name1509       Surname1509    1.93333        
Name1510       Surname1510    2.73333        
Name1513       Surname1513    2.46667        
Name1515       Surname1515    2.73333        
Name1516       Surname1516    4.4            
Name1517       Surname1517    3.73333        
Name1521       Surname1521    4.26667        
Name1522       Surname1522    3.6            
Name1525       Surname1525    2.2            
Name1533       Surname1533    4.53333        
Name1535       Surname1535    1.66667        
Name1537       Surname1537    4.86667        
Name1540       Surname1540    3.73333        
Name1542       Surname1542    3.73333        
Name1549       Surname1549    3.46667        
Name1552       Surname1552    1.86667        
Name1555       Surname1555    2.6            
Name1556       Surname1556    3.26667        
Name1560       Surname1560    3.8            
Name1563       Surname1563    4.86667        
Name1566       Surname1566    2.8            
Name1567       Surname1567    4.26667        
Name1568       Surname1568    4              
Name1569       Surname1569    1.86667        
Name1571       Surname1571    1.86667        
Name1575       Surname1575    3.73333        
Name1576       Surname1576    2.2            
Name1577       Surname1577    4.13333        
Name1580       Surname1580    4.73333        
Name1581       Surname1581    2.73333        
Name1582       Surname1582    2.86667        
Name1583       Surname1583    4.53333        
Name1585       Surname1585    1.6            
Name1586       Surname1586    3.46667        
Name1587       Surname1587    3.33333        
Name1590       Surname1590    2.8            
Name1591       Surname1591    4.4            
Name1592       Surname1592    2.73333        
Name1593       Surname1593    3.73333        
Name1596       Surname1596    3              
Name1601       Surname1601    2.13333        
Name1604       Surname1604    3.53333        
Name1608       Surname1608    3.86667        
Name1610       Surname1610    3.46667        
Name1613       Surname1613    3              
Name1615       Surname1615    4.26667        
Name1616       Surname1616    4.4            
Name1619       Surname1619    1.4            
Name1620       Surname1620    2.4            
Name1622       Surname1622    2              
Name1623       Surname1623    3.93333        
Name1625       Surname1625    1.53333        
Name1626       Surname1626    1.4            
Name1627       Surname1627    3.53333        
Name1630       Surname1630    4.73333        
Name1632       Surname1632    4.6            
Name1633       Surname1633    2.86667        
Name1636       Surname1636    4.93333        
Name1641       Surname1641    2              
Name1642       Surname1642    4.6            
Name1643       Surname1643    2.26667        
Name1644       Surname1644    4.13333        
Name1651       Surname1651    4.53333        
Name1654       Surname1654    4.2            
Name1655       Surname1655    0.933333       
Name1656       Surname1656    4.2            
Name1658       Surname1658    4.66667        
Name1660       Surname1660    3.73333        
Name1662       Surname1662    4.06667        
Name1664       Surname1664    4.53333        
Name1667       Surname1667    2.73333        
Name1669       Surname1669    3.33333        
Name1670       Surname1670    3.06667        
Name1671       Surname1671    2.2            
Name1672       Surname1672    2.33333        
Name1674       Surname1674    3.66667        
Name1675       Surname1675    1.6            
Name1676       Surname1676    3.26667        
Name1677       Surname1677    3.46667        
Name1679       Surname1679    2.8            
Name1683       Surname1683    4.06667        
Name1685       Surname1685    3.6            
Name1686       Surname1686    1.46667        
Name1687       Surname1687    3.13333        
Name1688       Surname1688    2.8            
Name1691       Surname1691    3.73333        
Name1692       Surname1692    0.866667       
Name1693       Surname1693    4              
Name1696       Surname1696    2.2            
Name1697       Surname1697    3.06667        
Name1701       Surname1701    3.6            
Name1703       Surname1703    4.53333        
Name1704       Surname1704    3.6            
Name1705       Surname1705    4.46667        
Name1706       Surname1706    3.8            
Name1707       Surname1707    1.33333        
Name1708       Surname1708    2.66667        
Name1710       Surname1710    4.73333        
Name1711       Surname1711    2.2            
Name1718       Surname1718    4.8            
Name1722       Surname1722    1.2            
Name1730       Surname1730    2.86667        
Name1731       Surname1731    1.8            
Name1733       Surname1733    3.8            
Name1735       Surname1735    4.4            
Name1737       Surname1737    4.73333        
Name1742       Surname1742    4.6            
Name1743       Surname1743    4.66667        
Name1744       Surname1744    4              
Name1747       Surname1747    2.53333        
Name1748       Surname1748    4.93333        
Name1751       Surname1751    2.33333        
Name1753       Surname1753    3.13333        
Name1754       Surname1754    4.26667        
Name1755       Surname1755    4.8            
Name1761       Surname1761    4.93333        
Name1762       Surname1762    4.73333        
Name1764       Surname1764    3              
Name1766       Surname1766    2.53333        
Name1769       Surname1769    4.86667        
Name1772       Surname1772    2.06667        
Name1773       Surname1773    2.33333        
Name1774       Surname1774    2.8            
Name1777       Surname1777    3.13333        
Name1778       Surname1778    4.2            
Name1781       Surname1781    2.86667        
Name1782       Surname1782    3.53333        
Name1784       Surname1784    4.13333        
Name1786       Surname1786    2.33333        
Name1788       Surname1788    2.73333        
Name1789       Surname1789    4.8            
Name1792       Surname1792    4.53333        
Name1794       Surname1794    4.8            
Name1796       Surname1796    4.86667        
Name1798       Surname1798    3.33333        
Name1801       Surname1801    3.73333        
Name1802       Surname1802    1.93333        
Name1803       Surname1803    3.13333        
Name1804       Surname1804    4.8            
Name1805       Surname1805    2.66667        
Name1807       Surname1807    3.8            
Name1809       Surname1809    4.8            
Name1812       Surname1812    1.4            
Name1817       Surname1817    2.93333        
Name1820       Surname1820    4.4            
Name1823       Surname1823    1.73333        
Name1824       Surname1824    1.46667        
Name1827       Surname1827    0.933333       
Name1828       Surname1828    1.53333        
Name1830       Surname1830    4              
Name1832       Surname1832    3.13333        
Name1834       Surname1834    3.66667        
Name1835       Surname1835    4.26667        
Name1836       Surname1836    1.46667        
Name1838       Surname1838    3.53333        
Name1839       Surname1839    4.06667        
Name1840       Surname1840    3.33333        
Name1841       Surname1841    4.73333        
Name1842       Surname1842    2.06667        
Name1844       Surname1844    3.46667        
Name1846       Surname1846    2.8            
Name1847       Surname1847    2.66667        
Name1848       Surname1848    2.4            
Name1850       Surname1850    1.06667        
Name1851       Surname1851    3.6            
Name1852       Surname1852    2.6            
Name1855       Surname1855    4.86667        
Name1856       Surname1856    3.86667        
Name1860       Surname1860    4.4            
Name1861       Surname1861    2.93333        
Name1862       Surname1862    2.26667        
Name1865       Surname1865    3.13333        
Name1866       Surname1866    4.66667        
Name1867       Surname1867    4.93333        
Name1869       Surname1869    1.46667        
Name1870       Surname1870    3.86667        
Name1872       Surname1872    2.26667        
Name1876       Surname1876    3.93333        
Name1881       Surname1881    4              
Name1884       Surname1884    1.93333        
Name1885       Surname1885    2              
Name1886       Surname1886    3.6            
Name1887       Surname1887    4.53333        
Name1888       Surname1888    3.33333        
Name1889       Surname1889    4.46667        
Name1890       Surname1890    2.8            
Name1894       Surname1894    2.26667        
Name1898       Surname1898    4              
Name1899       Surname1899    4.4            
