Name           Surname        Final_Grade(Aver. )
Name69312      Surname69312   9.13           
Name71392      Surname71392   9.13           
Name73866      Surname73866   9.13           
Name74226      Surname74226   9.13           
Name77447      Surname77447   9.13           
Name78401      Surname78401   9.13           
Name82653      Surname82653   9.13           
Name83470      Surname83470   9.13           
Name85557      Surname85557   9.13           
Name86979      Surname86979   9.13           
Name88054      Surname88054   9.13           
Name90428      Surname90428   9.13           
Name96694      Surname96694   9.13           
Name98331      Surname98331   9.13           
Name99914      Surname99914   9.13           
Name5423       Surname5423    9.07           
Name12278      Surname12278   9.07           
Name13960      Surname13960   9.07           
Name13965      Surname13965   9.07           
Name14838      Surname14838   9.07           
Name16522      Surname16522   9.07           
Name17501      Surname17501   9.07           
Name17611      Surname17611   9.07           
Name18282      Surname18282   9.07           
Name18536      Surname18536   9.07           
Name20594      Surname20594   9.07           
Name20665      Surname20665   9.07           
Name20914      Surname20914   9.07           
Name27473      Surname27473   9.07           
Name27983      Surname27983   9.07           
Name28493      Surname28493   9.07           
Name36842      Surname36842   9.07           
Name39557      Surname39557   9.07           
Name40085      Surname40085   9.07           
Name43544      Surname43544   9.07           
Name46104      Surname46104   9.07           
Name49004      Surname49004   9.07           
Name49159      Surname49159   9.07           
Name49198      Surname49198   9.07           
Name51445      Surname51445   9.07           
Name51533      Surname51533   9.07           
Name53066      Surname53066   9.07           
Name54691      Surname54691   9.07           
Name57753      Surname57753   9.07           
Name58527      Surname58527   9.07           
Name61441      Surname61441   9.07           
Name62338      Surname62338   9.07           
Name62890      Surname62890   9.07           
Name62959      Surname62959   9.07           
Name66949      Surname66949   9.07           
Name73341      Surname73341   9.07           
Name74479      Surname74479   9.07           
Name75497      Surname75497   9.07           
Name76502      Surname76502   9.07           
Name80700      Surname80700   9.07           
Name81654      Surname81654   9.07           
Name83658      Surname83658   9.07           
Name84734      Surname84734   9.07           
Name85160      Surname85160   9.07           
Name86992      Surname86992   9.07           
Name88558      Surname88558   9.07           
Name88665      Surname88665   9.07           
Name89201      Surname89201   9.07           
Name89460      Surname89460   9.07           
Name90233      Surname90233   9.07           
Name92499      Surname92499   9.07           
Name98014      Surname98014   9.07           
Name3704       Surname3704    9.00           
Name4598       Surname4598    9.00           
Name4784       Surname4784    9.00           
Name4887       Surname4887    9.00           
Name6165       Surname6165    9.00           
Name9360       Surname9360    9.00           
Name10142      Surname10142   9.00           
Name11840      Surname11840   9.00           
Name11908      Surname11908   9.00           
Name14474      Surname14474   9.00           
Name17481      Surname17481   9.00           
Name18769      Surname18769   9.00           
Name19777      Surname19777   9.00           
Name22576      Surname22576   9.00           
Name24234      Surname24234   9.00           
Name25949      Surname25949   9.00           
Name28477      Surname28477   9.00           
Name29158      Surname29158   9.00           
Name30382      Surname30382   9.00           
Name30814      Surname30814   9.00           
Name37363      Surname37363   9.00           
Name37625      Surname37625   9.00           
Name38105      Surname38105   9.00           
Name38167      Surname38167   9.00           
Name38453      Surname38453   9.00           
Name40304      Surname40304   9.00           
Name44110      Surname44110   9.00           
Name44194      Surname44194   9.00           
Name44818      Surname44818   9.00           
Name45384      Surname45384   9.00           
Name45934      Surname45934   9.00           
Name46268      Surname46268   9.00           
Name46554      Surname46554   9.00           
Name48909      Surname48909   9.00           
Name49316      Surname49316   9.00           
Name51044      Surname51044   9.00           
Name51206      Surname51206   9.00           
Name51882      Surname51882   9.00           
Name52210      Surname52210   9.00           
Name53122      Surname53122   9.00           
Name55186      Surname55186   9.00           
Name57700      Surname57700   9.00           
Name61425      Surname61425   9.00           
Name61678      Surname61678   9.00           
Name62001      Surname62001   9.00           
Name63159      Surname63159   9.00           
Name63232      Surname63232   9.00           
Name63288      Surname63288   9.00           
Name64496      Surname64496   9.00           
Name66248      Surname66248   9.00           
Name69049      Surname69049   9.00           
Name70351      Surname70351   9.00           
Name70586      Surname70586   9.00           
Name70603      Surname70603   9.00           
Name71014      Surname71014   9.00           
Name71380      Surname71380   9.00           
Name72465      Surname72465   9.00           
Name75479      Surname75479   9.00           
Name80795      Surname80795   9.00           
Name82164      Surname82164   9.00           
Name83019      Surname83019   9.00           
Name92379      Surname92379   9.00           
Name93192      Surname93192   9.00           
Name95305      Surname95305   9.00           
Name96666      Surname96666   9.00           
Name97586      Surname97586   9.00           
Name97646      Surname97646   9.00           
Name360        Surname360     8.93           
Name465        Surname465     8.93           
Name785        Surname785     8.93           
Name1618       Surname1618    8.93           
Name4772       Surname4772    8.93           
Name6235       Surname6235    8.93           
Name7604       Surname7604    8.93           
Name8147       Surname8147    8.93           
Name9259       Surname9259    8.93           
Name10219      Surname10219   8.93           
Name11468      Surname11468   8.93           
Name11920      Surname11920   8.93           
Name12681      Surname12681   8.93           
Name13606      Surname13606   8.93           
Name14532      Surname14532   8.93           
Name14663      Surname14663   8.93           
Name14669      Surname14669   8.93           
Name14686      Surname14686   8.93           
Name15247      Surname15247   8.93           
Name15270      Surname15270   8.93           
Name15711      Surname15711   8.93           
Name16123      Surname16123   8.93           
Name20219      Surname20219   8.93           
Name20334      Surname20334   8.93           
Name21142      Surname21142   8.93           
Name22540      Surname22540   8.93           
Name23131      Surname23131   8.93           
Name23511      Surname23511   8.93           
Name24695      Surname24695   8.93           
Name26340      Surname26340   8.93           
Name27107      Surname27107   8.93           
Name27512      Surname27512   8.93           
Name30652      Surname30652   8.93           
Name31118      Surname31118   8.93           
Name32095      Surname32095   8.93           
Name32505      Surname32505   8.93           
Name33837      Surname33837   8.93           
Name34897      Surname34897   8.93           
Name35180      Surname35180   8.93           
Name35211      Surname35211   8.93           
Name36898      Surname36898   8.93           
Name39786      Surname39786   8.93           
Name40715      Surname40715   8.93           
Name43184      Surname43184   8.93           
Name46405      Surname46405   8.93           
Name46983      Surname46983   8.93           
Name48556      Surname48556   8.93           
Name48643      Surname48643   8.93           
Name50490      Surname50490   8.93           
Name55052      Surname55052   8.93           
Name55098      Surname55098   8.93           
Name55443      Surname55443   8.93           
Name57497      Surname57497   8.93           
Name57864      Surname57864   8.93           
Name58169      Surname58169   8.93           
Name60531      Surname60531   8.93           
Name60541      Surname60541   8.93           
Name61362      Surname61362   8.93           
Name63415      Surname63415   8.93           
Name64353      Surname64353   8.93           
Name64651      Surname64651   8.93           
Name66363      Surname66363   8.93           
Name66984      Surname66984   8.93           
Name68921      Surname68921   8.93           
Name69893      Surname69893   8.93           
Name69941      Surname69941   8.93           
Name70454      Surname70454   8.93           
Name70572      Surname70572   8.93           
Name70599      Surname70599   8.93           
Name71929      Surname71929   8.93           
Name72123      Surname72123   8.93           
Name72536      Surname72536   8.93           
Name73511      Surname73511   8.93           
Name73963      Surname73963   8.93           
Name75793      Surname75793   8.93           
Name76504      Surname76504   8.93           
Name77632      Surname77632   8.93           
Name77818      Surname77818   8.93           
Name78419      Surname78419   8.93           
Name78452      Surname78452   8.93           
Name78684      Surname78684   8.93           
Name79417      Surname79417   8.93           
Name79470      Surname79470   8.93           
Name80173      Surname80173   8.93           
Name81493      Surname81493   8.93           
Name81927      Surname81927   8.93           
Name82138      Surname82138   8.93           
Name82703      Surname82703   8.93           
Name83496      Surname83496   8.93           
Name84566      Surname84566   8.93           
Name86070      Surname86070   8.93           
Name86148      Surname86148   8.93           
Name86436      Surname86436   8.93           
Name87253      Surname87253   8.93           
Name87894      Surname87894   8.93           
Name88724      Surname88724   8.93           
Name88745      Surname88745   8.93           
Name88952      Surname88952   8.93           
Name93217      Surname93217   8.93           
Name94097      Surname94097   8.93           
Name94253      Surname94253   8.93           
Name97205      Surname97205   8.93           
Name97234      Surname97234   8.93           
Name97815      Surname97815   8.93           
Name98226      Surname98226   8.93           
Name98803      Surname98803   8.93           
Name1210       Surname1210    8.87           
Name2032       Surname2032    8.87           
Name2647       Surname2647    8.87           
Name2905       Surname2905    8.87           
Name3460       Surname3460    8.87           
Name4417       Surname4417    8.87           
Name5000       Surname5000    8.87           
Name5758       Surname5758    8.87           
Name6224       Surname6224    8.87           
Name7775       Surname7775    8.87           
Name8347       Surname8347    8.87           
Name8420       Surname8420    8.87           
Name8500       Surname8500    8.87           
Name8845       Surname8845    8.87           
Name8912       Surname8912    8.87           
Name9196       Surname9196    8.87           
Name11002      Surname11002   8.87           
Name11618      Surname11618   8.87           
Name12241      Surname12241   8.87           
Name12501      Surname12501   8.87           
Name12628      Surname12628   8.87           
Name12979      Surname12979   8.87           
Name13309      Surname13309   8.87           
Name13324      Surname13324   8.87           
Name14175      Surname14175   8.87           
Name16439      Surname16439   8.87           
Name16979      Surname16979   8.87           
Name17202      Surname17202   8.87           
Name17376      Surname17376   8.87           
Name18423      Surname18423   8.87           
Name18623      Surname18623   8.87           
Name19356      Surname19356   8.87           
Name19556      Surname19556   8.87           
Name20010      Surname20010   8.87           
Name20542      Surname20542   8.87           
Name21887      Surname21887   8.87           
Name22378      Surname22378   8.87           
Name22407      Surname22407   8.87           
Name22742      Surname22742   8.87           
Name24521      Surname24521   8.87           
Name24992      Surname24992   8.87           
Name27108      Surname27108   8.87           
Name27144      Surname27144   8.87           
Name28065      Surname28065   8.87           
Name28963      Surname28963   8.87           
Name29007      Surname29007   8.87           
Name30348      Surname30348   8.87           
Name30401      Surname30401   8.87           
Name31289      Surname31289   8.87           
Name31749      Surname31749   8.87           
Name33805      Surname33805   8.87           
Name34557      Surname34557   8.87           
Name37787      Surname37787   8.87           
Name38011      Surname38011   8.87           
Name38051      Surname38051   8.87           
Name38057      Surname38057   8.87           
Name38087      Surname38087   8.87           
Name38157      Surname38157   8.87           
Name39023      Surname39023   8.87           
Name40458      Surname40458   8.87           
Name40830      Surname40830   8.87           
Name43431      Surname43431   8.87           
Name44383      Surname44383   8.87           
Name45128      Surname45128   8.87           
Name45406      Surname45406   8.87           
Name48491      Surname48491   8.87           
Name49872      Surname49872   8.87           
Name51377      Surname51377   8.87           
Name51567      Surname51567   8.87           
Name54602      Surname54602   8.87           
Name54974      Surname54974   8.87           
Name55384      Surname55384   8.87           
Name56159      Surname56159   8.87           
Name56670      Surname56670   8.87           
Name58109      Surname58109   8.87           
Name58450      Surname58450   8.87           
Name59613      Surname59613   8.87           
Name59688      Surname59688   8.87           
Name60561      Surname60561   8.87           
Name61748      Surname61748   8.87           
Name62650      Surname62650   8.87           
Name62836      Surname62836   8.87           
Name63771      Surname63771   8.87           
Name65726      Surname65726   8.87           
Name67179      Surname67179   8.87           
Name67833      Surname67833   8.87           
Name69584      Surname69584   8.87           
Name71424      Surname71424   8.87           
Name71585      Surname71585   8.87           
Name71910      Surname71910   8.87           
Name72825      Surname72825   8.87           
Name73025      Surname73025   8.87           
Name73279      Surname73279   8.87           
Name73932      Surname73932   8.87           
Name75898      Surname75898   8.87           
Name75901      Surname75901   8.87           
Name76673      Surname76673   8.87           
Name77059      Surname77059   8.87           
Name77366      Surname77366   8.87           
Name79217      Surname79217   8.87           
Name79792      Surname79792   8.87           
Name79941      Surname79941   8.87           
Name81681      Surname81681   8.87           
Name81738      Surname81738   8.87           
Name81749      Surname81749   8.87           
Name82043      Surname82043   8.87           
Name82054      Surname82054   8.87           
Name82271      Surname82271   8.87           
Name82452      Surname82452   8.87           
Name84606      Surname84606   8.87           
Name85200      Surname85200   8.87           
Name85290      Surname85290   8.87           
Name86164      Surname86164   8.87           
Name88108      Surname88108   8.87           
Name88286      Surname88286   8.87           
Name88472      Surname88472   8.87           
Name88874      Surname88874   8.87           
Name88913      Surname88913   8.87           
Name94440      Surname94440   8.87           
Name95218      Surname95218   8.87           
Name97281      Surname97281   8.87           
Name98615      Surname98615   8.87           
Name345        Surname345     8.80           
Name729        Surname729     8.80           
Name1545       Surname1545    8.80           
Name1610       Surname1610    8.80           
Name1671       Surname1671    8.80           
Name2053       Surname2053    8.80           
Name2265       Surname2265    8.80           
Name2567       Surname2567    8.80           
Name2803       Surname2803    8.80           
Name2929       Surname2929    8.80           
Name3711       Surname3711    8.80           
Name4985       Surname4985    8.80           
Name6199       Surname6199    8.80           
Name6253       Surname6253    8.80           
Name6284       Surname6284    8.80           
Name8192       Surname8192    8.80           
Name8545       Surname8545    8.80           
Name9136       Surname9136    8.80           
Name9358       Surname9358    8.80           
Name9654       Surname9654    8.80           
Name10792      Surname10792   8.80           
Name11391      Surname11391   8.80           
Name11520      Surname11520   8.80           
Name11583      Surname11583   8.80           
Name12296      Surname12296   8.80           
Name14062      Surname14062   8.80           
Name14137      Surname14137   8.80           
Name14138      Surname14138   8.80           
Name14240      Surname14240   8.80           
Name14427      Surname14427   8.80           
Name14789      Surname14789   8.80           
Name15755      Surname15755   8.80           
Name15944      Surname15944   8.80           
Name15949      Surname15949   8.80           
Name16888      Surname16888   8.80           
Name17568      Surname17568   8.80           
Name18123      Surname18123   8.80           
Name18222      Surname18222   8.80           
Name18342      Surname18342   8.80           
Name18428      Surname18428   8.80           
Name18733      Surname18733   8.80           
Name19166      Surname19166   8.80           
Name19198      Surname19198   8.80           
Name19521      Surname19521   8.80           
Name19666      Surname19666   8.80           
Name19944      Surname19944   8.80           
Name20306      Surname20306   8.80           
Name20522      Surname20522   8.80           
Name22092      Surname22092   8.80           
Name23397      Surname23397   8.80           
Name23478      Surname23478   8.80           
Name23572      Surname23572   8.80           
Name24226      Surname24226   8.80           
Name24353      Surname24353   8.80           
Name24373      Surname24373   8.80           
Name24404      Surname24404   8.80           
Name25016      Surname25016   8.80           
Name25024      Surname25024   8.80           
Name26701      Surname26701   8.80           
Name27176      Surname27176   8.80           
Name27300      Surname27300   8.80           
Name27375      Surname27375   8.80           
Name27826      Surname27826   8.80           
Name28802      Surname28802   8.80           
Name29024      Surname29024   8.80           
Name29402      Surname29402   8.80           
Name29628      Surname29628   8.80           
Name30039      Surname30039   8.80           
Name31331      Surname31331   8.80           
Name31581      Surname31581   8.80           
Name31849      Surname31849   8.80           
Name33220      Surname33220   8.80           
Name33646      Surname33646   8.80           
Name33944      Surname33944   8.80           
Name34049      Surname34049   8.80           
Name34168      Surname34168   8.80           
Name34428      Surname34428   8.80           
Name34889      Surname34889   8.80           
Name35294      Surname35294   8.80           
Name35910      Surname35910   8.80           
Name36650      Surname36650   8.80           
Name37509      Surname37509   8.80           
Name38375      Surname38375   8.80           
Name39203      Surname39203   8.80           
Name40225      Surname40225   8.80           
Name40902      Surname40902   8.80           
Name40905      Surname40905   8.80           
Name41143      Surname41143   8.80           
Name41645      Surname41645   8.80           
Name42264      Surname42264   8.80           
Name43575      Surname43575   8.80           
Name43651      Surname43651   8.80           
Name44177      Surname44177   8.80           
Name44208      Surname44208   8.80           
Name45090      Surname45090   8.80           
Name46574      Surname46574   8.80           
Name47051      Surname47051   8.80           
Name48434      Surname48434   8.80           
Name48792      Surname48792   8.80           
Name49072      Surname49072   8.80           
Name49089      Surname49089   8.80           
Name49152      Surname49152   8.80           
Name49343      Surname49343   8.80           
Name50650      Surname50650   8.80           
Name50652      Surname50652   8.80           
Name50804      Surname50804   8.80           
Name51374      Surname51374   8.80           
Name51842      Surname51842   8.80           
Name52021      Surname52021   8.80           
Name52218      Surname52218   8.80           
Name52369      Surname52369   8.80           
Name52853      Surname52853   8.80           
Name52855      Surname52855   8.80           
Name53703      Surname53703   8.80           
Name53953      Surname53953   8.80           
Name54463      Surname54463   8.80           
Name56104      Surname56104   8.80           
Name56170      Surname56170   8.80           
Name56359      Surname56359   8.80           
Name56393      Surname56393   8.80           
Name57665      Surname57665   8.80           
Name57984      Surname57984   8.80           
Name60047      Surname60047   8.80           
Name60430      Surname60430   8.80           
Name61230      Surname61230   8.80           
Name62800      Surname62800   8.80           
Name62872      Surname62872   8.80           
Name64081      Surname64081   8.80           
Name64259      Surname64259   8.80           
Name65371      Surname65371   8.80           
Name65481      Surname65481   8.80           
Name65716      Surname65716   8.80           
Name65721      Surname65721   8.80           
Name66230      Surname66230   8.80           
Name67243      Surname67243   8.80           
Name67579      Surname67579   8.80           
Name68578      Surname68578   8.80           
Name68925      Surname68925   8.80           
Name69130      Surname69130   8.80           
Name69391      Surname69391   8.80           
Name70055      Surname70055   8.80           
Name70296      Surname70296   8.80           
Name70541      Surname70541   8.80           
Name70718      Surname70718   8.80           
Name71231      Surname71231   8.80           
Name71641      Surname71641   8.80           
Name72264      Surname72264   8.80           
Name72404      Surname72404   8.80           
Name72627      Surname72627   8.80           
Name72842      Surname72842   8.80           
Name72856      Surname72856   8.80           
Name73874      Surname73874   8.80           
Name73935      Surname73935   8.80           
Name74170      Surname74170   8.80           
Name74395      Surname74395   8.80           
Name75493      Surname75493   8.80           
Name77147      Surname77147   8.80           
Name77368      Surname77368   8.80           
Name77406      Surname77406   8.80           
Name77783      Surname77783   8.80           
Name77982      Surname77982   8.80           
Name79516      Surname79516   8.80           
Name79570      Surname79570   8.80           
Name79862      Surname79862   8.80           
Name80199      Surname80199   8.80           
Name80825      Surname80825   8.80           
Name81876      Surname81876   8.80           
Name83120      Surname83120   8.80           
Name83169      Surname83169   8.80           
Name84478      Surname84478   8.80           
Name84977      Surname84977   8.80           
Name85330      Surname85330   8.80           
Name86654      Surname86654   8.80           
Name87638      Surname87638   8.80           
Name88323      Surname88323   8.80           
Name88933      Surname88933   8.80           
Name88961      Surname88961   8.80           
Name88966      Surname88966   8.80           
Name89147      Surname89147   8.80           
Name91232      Surname91232   8.80           
Name91631      Surname91631   8.80           
Name91925      Surname91925   8.80           
Name92543      Surname92543   8.80           
Name92693      Surname92693   8.80           
Name93960      Surname93960   8.80           
Name94703      Surname94703   8.80           
Name96013      Surname96013   8.80           
Name96295      Surname96295   8.80           
Name97376      Surname97376   8.80           
Name99231      Surname99231   8.80           
Name99518      Surname99518   8.80           
Name36         Surname36      8.73           
Name49         Surname49      8.73           
Name63         Surname63      8.73           
Name507        Surname507     8.73           
Name2196       Surname2196    8.73           
Name3027       Surname3027    8.73           
Name3295       Surname3295    8.73           
Name3321       Surname3321    8.73           
Name3362       Surname3362    8.73           
Name3641       Surname3641    8.73           
Name5149       Surname5149    8.73           
Name6013       Surname6013    8.73           
Name6933       Surname6933    8.73           
Name7069       Surname7069    8.73           
Name7971       Surname7971    8.73           
Name7992       Surname7992    8.73           
Name8151       Surname8151    8.73           
Name9122       Surname9122    8.73           
Name9198       Surname9198    8.73           
Name9298       Surname9298    8.73           
Name9785       Surname9785    8.73           
Name10255      Surname10255   8.73           
Name10814      Surname10814   8.73           
Name11962      Surname11962   8.73           
Name12421      Surname12421   8.73           
Name12619      Surname12619   8.73           
Name12735      Surname12735   8.73           
Name12828      Surname12828   8.73           
Name13589      Surname13589   8.73           
Name13748      Surname13748   8.73           
Name14233      Surname14233   8.73           
Name14316      Surname14316   8.73           
Name15860      Surname15860   8.73           
Name17971      Surname17971   8.73           
Name18365      Surname18365   8.73           
Name19055      Surname19055   8.73           
Name19119      Surname19119   8.73           
Name20159      Surname20159   8.73           
Name20199      Surname20199   8.73           
Name21808      Surname21808   8.73           
Name21876      Surname21876   8.73           
Name22032      Surname22032   8.73           
Name22388      Surname22388   8.73           
Name23793      Surname23793   8.73           
Name24566      Surname24566   8.73           
Name25249      Surname25249   8.73           
Name25844      Surname25844   8.73           
Name25956      Surname25956   8.73           
Name26286      Surname26286   8.73           
Name26378      Surname26378   8.73           
Name27270      Surname27270   8.73           
Name27440      Surname27440   8.73           
Name28622      Surname28622   8.73           
Name29325      Surname29325   8.73           
Name29805      Surname29805   8.73           
Name30417      Surname30417   8.73           
Name30600      Surname30600   8.73           
Name31164      Surname31164   8.73           
Name31258      Surname31258   8.73           
Name32299      Surname32299   8.73           
Name32726      Surname32726   8.73           
Name34456      Surname34456   8.73           
Name35647      Surname35647   8.73           
Name36229      Surname36229   8.73           
Name37028      Surname37028   8.73           
Name37101      Surname37101   8.73           
Name38171      Surname38171   8.73           
Name38262      Surname38262   8.73           
Name38387      Surname38387   8.73           
Name38784      Surname38784   8.73           
Name39659      Surname39659   8.73           
Name40308      Surname40308   8.73           
Name40593      Surname40593   8.73           
Name41627      Surname41627   8.73           
Name42108      Surname42108   8.73           
Name42518      Surname42518   8.73           
Name44459      Surname44459   8.73           
Name44718      Surname44718   8.73           
Name46539      Surname46539   8.73           
Name46679      Surname46679   8.73           
Name46892      Surname46892   8.73           
Name47068      Surname47068   8.73           
Name47239      Surname47239   8.73           
Name47516      Surname47516   8.73           
Name47957      Surname47957   8.73           
Name47971      Surname47971   8.73           
Name48477      Surname48477   8.73           
Name49284      Surname49284   8.73           
Name49574      Surname49574   8.73           
Name49590      Surname49590   8.73           
Name50763      Surname50763   8.73           
Name50789      Surname50789   8.73           
Name51105      Surname51105   8.73           
Name51190      Surname51190   8.73           
Name52177      Surname52177   8.73           
Name52204      Surname52204   8.73           
Name52274      Surname52274   8.73           
Name53156      Surname53156   8.73           
Name53170      Surname53170   8.73           
Name53496      Surname53496   8.73           
Name53727      Surname53727   8.73           
Name54195      Surname54195   8.73           
Name54216      Surname54216   8.73           
Name55141      Surname55141   8.73           
Name55637      Surname55637   8.73           
Name56010      Surname56010   8.73           
Name56463      Surname56463   8.73           
Name57573      Surname57573   8.73           
Name58272      Surname58272   8.73           
Name60113      Surname60113   8.73           
Name60728      Surname60728   8.73           
Name62278      Surname62278   8.73           
Name62292      Surname62292   8.73           
Name63713      Surname63713   8.73           
Name65787      Surname65787   8.73           
Name66252      Surname66252   8.73           
Name66404      Surname66404   8.73           
Name66598      Surname66598   8.73           
Name67173      Surname67173   8.73           
Name68443      Surname68443   8.73           
Name68520      Surname68520   8.73           
Name68808      Surname68808   8.73           
Name69324      Surname69324   8.73           
Name69655      Surname69655   8.73           
Name69660      Surname69660   8.73           
Name70113      Surname70113   8.73           
Name71086      Surname71086   8.73           
Name71753      Surname71753   8.73           
Name72089      Surname72089   8.73           
Name73171      Surname73171   8.73           
Name73502      Surname73502   8.73           
Name75418      Surname75418   8.73           
Name75536      Surname75536   8.73           
Name76311      Surname76311   8.73           
Name76553      Surname76553   8.73           
Name77145      Surname77145   8.73           
Name77346      Surname77346   8.73           
Name77351      Surname77351   8.73           
Name78564      Surname78564   8.73           
Name78926      Surname78926   8.73           
Name80399      Surname80399   8.73           
Name82283      Surname82283   8.73           
Name82466      Surname82466   8.73           
Name82555      Surname82555   8.73           
Name82907      Surname82907   8.73           
Name83328      Surname83328   8.73           
Name84006      Surname84006   8.73           
Name84238      Surname84238   8.73           
Name84316      Surname84316   8.73           
Name84784      Surname84784   8.73           
Name85079      Surname85079   8.73           
Name85585      Surname85585   8.73           
Name86322      Surname86322   8.73           
Name86345      Surname86345   8.73           
Name86442      Surname86442   8.73           
Name86689      Surname86689   8.73           
Name87585      Surname87585   8.73           
Name87641      Surname87641   8.73           
Name88331      Surname88331   8.73           
Name88540      Surname88540   8.73           
Name88679      Surname88679   8.73           
Name88836      Surname88836   8.73           
Name88976      Surname88976   8.73           
Name89032      Surname89032   8.73           
Name89865      Surname89865   8.73           
Name90150      Surname90150   8.73           
Name90456      Surname90456   8.73           
Name90603      Surname90603   8.73           
Name92357      Surname92357   8.73           
Name92955      Surname92955   8.73           
Name93354      Surname93354   8.73           
Name93703      Surname93703   8.73           
Name93718      Surname93718   8.73           
Name94230      Surname94230   8.73           
Name94347      Surname94347   8.73           
Name95539      Surname95539   8.73           
Name95883      Surname95883   8.73           
Name96047      Surname96047   8.73           
Name96612      Surname96612   8.73           
Name97016      Surname97016   8.73           
Name97533      Surname97533   8.73           
Name98819      Surname98819   8.73           
Name98962      Surname98962   8.73           
Name99670      Surname99670   8.73           
Name99952      Surname99952   8.73           
Name53         Surname53      8.67           
Name1195       Surname1195    8.67           
Name1997       Surname1997    8.67           
Name2055       Surname2055    8.67           
Name2918       Surname2918    8.67           
Name2956       Surname2956    8.67           
Name3072       Surname3072    8.67           
Name3446       Surname3446    8.67           
Name4037       Surname4037    8.67           
Name4262       Surname4262    8.67           
Name5426       Surname5426    8.67           
Name6141       Surname6141    8.67           
Name6291       Surname6291    8.67           
Name6408       Surname6408    8.67           
Name6922       Surname6922    8.67           
Name7327       Surname7327    8.67           
Name7594       Surname7594    8.67           
Name7645       Surname7645    8.67           
Name8191       Surname8191    8.67           
Name8380       Surname8380    8.67           
Name9103       Surname9103    8.67           
Name9192       Surname9192    8.67           
Name10327      Surname10327   8.67           
Name10556      Surname10556   8.67           
Name10898      Surname10898   8.67           
Name11038      Surname11038   8.67           
Name11138      Surname11138   8.67           
Name11621      Surname11621   8.67           
